The MoYu Louisville Cup
Top 64 Qualify.
Rank,First Name,Last Name,AO5,Scores
313th,Kimberly,Sawyer,26.19,"[27.92, 25.65, 27.37, 25.55, 23.94]"
314th,Aaron,Maxwell,26.2,"[25.6, 25.52, 28.94, 24.63, 27.49]"
315th,Chelsea,Johnston,26.2,"[25.79, 27.65, 26.14, 26.68, 25.36]"
316th,Tyler,Mcdaniel,26.22,"[27.05, 25.82, 27.91, 24.36, 25.78]"
317th,Carolyn,Fuentes,26.23,"[25.11, 26.94, 26.65, 24.77, 27.14]"
318th,Frank,Herrera,26.23,"[25.13, 26.38, 27.12, 27.46, 25.19]"
319th,Joseph,Clark,26.26,"[29.5, 27.9, 26.35, 24.53, 23.49]"
320th,Krystal,Smith,26.28,"[28.59, 25.35, 27.11, 23.94, 26.38]"
321st,Sarah,Barron,26.29,"[25.1, 28.47, 26.54, 24.86, 27.22]"
322nd,Lori,Dixon,26.38,"[27.2, 25.66, 28.36, 26.28, 23.83]"
323rd,James,Armstrong,26.39,"[25.45, 23.92, 29.79, 23.75, 31.86]"
324th,Lee,Nicholson,26.4,"[27.64, 25.55, 26.62, 27.0, 25.57]"
325th,Matthew,Romero,26.4,"[26.79, 24.35, 27.32, 28.63, 25.09]"
326th,Anthony,Holmes,26.44,"[24.05, 27.22, 27.69, 25.84, 26.26]"
327th,Derrick,Collins,26.44,"[25.2, 27.34, 23.99, 27.24, 26.89]"
328th,Kimberly,Roberts,26.44,"[27.26, 27.04, 28.81, 25.03, 22.26]"
329th,Benjamin,Bowen,26.47,"[23.9, 26.1, 28.57, 26.61, 26.69]"
330th,Paula,Mcgee,26.47,"[26.0, 26.15, 27.27, 29.55, 22.43]"
331st,Troy,Foster,26.5,"[22.03, 26.22, 27.63, 25.64, 29.64]"
332nd,Jeff,Miller,26.51,"[27.09, 25.61, 26.88, 25.03, 27.05]"
333rd,Jennifer,Sexton,26.53,"[28.64, 26.84, 24.96, 26.82, 25.94]"
334th,Kimberly,Graves,26.54,"[24.76, 26.71, 26.94, 26.11, 26.81]"
335th,Eric,Young,26.56,"[22.26, 29.36, 27.76, 26.76, 25.17]"
336th,Ana,Mitchell,26.57,"[24.07, 25.3, 28.47, 28.33, 26.08]"
337th,Faith,Gonzalez,26.6,"[26.23, 26.05, 28.54, 26.71, 26.86]"
338th,Amy,Allen,26.62,"[26.23, 25.84, 24.82, 27.8, 27.79]"
339th,James,Dunn,26.66,"[26.79, 23.99, 26.64, 27.92, 26.56]"
340th,Julie,Hall,26.67,"[25.81, 28.25, 25.99, 28.22, 23.95]"
341st,Daniel,Reyes,26.74,"[24.47, 28.55, 28.07, 27.17, 24.97]"
342nd,Elaine,Williams,26.76,"[27.53, 27.01, 26.24, 24.12, 27.04]"
343rd,Jack,Wilson,26.77,"[27.93, 25.35, 27.02, 26.86, 26.44]"
344th,James,Stanton,26.77,"[26.04, 27.77, 28.8, 23.8, 26.5]"
345th,Tyler,Roach,26.78,"[26.93, 28.27, 23.23, 25.29, 28.12]"
346th,Patrick,Taylor,26.79,"[27.08, 28.11, 26.23, 26.88, 26.4]"
347th,Samuel,Moore,26.8,"[28.76, 23.61, 22.91, 29.15, 28.02]"
348th,Matthew,Gutierrez,26.83,"[26.09, 28.21, 26.2, 25.93, 28.45]"
349th,Alexander,Esparza,26.83,"[30.38, 26.41, 22.89, 27.31, 26.77]"
350th,Christy,Gallegos,26.85,"[28.29, 26.22, 27.34, 26.99, 24.74]"
351st,Jaime,Sullivan,26.86,"[27.66, 25.33, 27.63, 27.61, 25.25]"
352nd,Taylor,Martinez,26.87,"[26.28, 26.12, 'DNF', 26.4, 27.92]"
353rd,John,Fisher,26.9,"[27.76, 24.75, 26.47, 28.12, 26.47]"
354th,Richard,Brown,26.99,"[27.37, 28.08, 22.16, 26.23, 27.38]"
355th,Ricardo,Henry,27.0,"[27.64, 30.88, 27.36, 23.71, 26.0]"
356th,Hailey,Woods,27.04,"[28.52, 27.52, 28.4, 25.21, 22.84]"
357th,Wayne,Baker,27.1,"[27.91, 26.41, 27.09, 26.38, 27.79]"
358th,Rebecca,Williams,27.13,"[25.74, 26.32, 28.51, 26.56, 28.86]"
359th,Brittany,Carrillo,27.22,"[27.31, 26.5, 23.52, 28.03, 27.85]"
360th,Jose,Brooks,27.26,"[29.91, 25.43, 26.85, 25.91, 29.02]"
361st,Veronica,Martinez,27.34,"[27.87, 28.61, 25.59, 26.66, 27.48]"
362nd,Colin,Rojas,27.43,"[28.06, 28.98, 25.65, 26.07, 28.17]"
363rd,Rickey,Murphy,27.49,"[27.91, 28.74, 26.81, 27.76, 24.97]"
364th,Tina,Mcfarland,27.49,"[26.56, 29.07, 27.27, 26.68, 28.52]"
365th,Alexandria,Harris,27.58,"[31.83, 27.09, 28.31, 26.58, 27.35]"
366th,Steve,Moore,27.59,"[24.65, 'DNF', 26.7, 28.0, 28.08]"
367th,Lori,Sutton,27.6,"[29.53, 26.7, 22.71, 30.05, 26.57]"
368th,Jeffery,Solis,27.61,"[24.14, 29.0, 27.78, 26.05, 29.94]"
369th,Sergio,Ortiz,27.65,"[29.25, 27.54, 28.58, 26.83, 26.29]"
370th,Joshua,Dean,27.7,"[26.2, 28.44, 25.85, 30.33, 28.46]"
371st,Jeremy,Ferguson,27.71,"[26.38, 27.82, 28.93, 29.58, 23.86]"
372nd,Bruce,Phillips,27.73,"[28.99, 32.09, 24.51, 26.93, 27.26]"
373rd,Ryan,Pitts,27.76,"[26.84, 27.26, 27.26, 28.77, 29.71]"
374th,Nicholas,Smith,27.78,"[23.6, 27.51, 29.5, 28.08, 27.74]"
375th,Nicole,Hendricks,27.86,"[24.21, 29.33, 23.82, 30.04, 30.98]"
376th,Madison,Harris,27.89,"[28.46, 23.83, 28.25, 28.78, 26.96]"
377th,Jeremiah,Allen,27.9,"[29.03, 27.06, 28.96, 25.07, 27.67]"
378th,Scott,Perry,27.92,"[29.8, 27.9, 22.71, 29.17, 26.7]"
379th,Colleen,Stewart,27.94,"[29.66, 25.69, 26.37, 27.79, 34.2]"
380th,Aimee,Stewart,28.09,"[27.61, 28.29, 28.38, 28.56, 25.74]"
381st,William,Mccoy,28.13,"[27.3, 27.49, 28.67, 29.86, 28.23]"
382nd,Roger,Smith,28.16,"[28.8, 30.05, 28.35, 27.34, 26.78]"
383rd,Carol,Cook,28.17,"[28.07, 26.38, 28.3, 28.13, 29.71]"
384th,Kayla,Malone,28.19,"[29.38, 25.49, 'DNF', 28.03, 27.15]"
385th,Justin,Anderson,28.24,"[29.48, 26.93, 28.32, 30.75, 25.4]"
386th,David,Johnson,28.28,"[28.04, 28.44, 31.0, 28.37, 27.05]"
387th,Karen,Dickerson,28.28,"[29.89, 29.18, 26.4, 25.42, 29.26]"
388th,Cynthia,Moyer,28.31,"[26.73, 27.9, 28.35, 29.07, 28.68]"
389th,Larry,Gomez,28.41,"[28.9, 28.91, 27.41, 25.61, 30.45]"
390th,Amanda,Thomas,28.42,"[29.4, 28.67, 25.76, 28.41, 28.19]"
391st,David,Reeves,28.48,"[28.52, 31.54, 27.4, 29.53, 24.79]"
392nd,Bonnie,Lee,28.52,"[29.57, 29.02, 26.71, 29.09, 27.46]"
393rd,Carl,Sims,28.6,"[26.17, 31.24, 27.81, 29.37, 28.62]"
394th,Mary,Williams,28.63,"[27.44, 29.24, 25.98, 30.56, 29.21]"
395th,William,Peterson,28.64,"[30.12, 25.78, 27.69, 31.85, 28.12]"
396th,Gerald,Williams,28.67,"[28.27, 24.73, 29.84, 27.89, 'DNF']"
397th,Kayla,Bean,28.82,"[28.54, 29.56, 30.5, 28.36, 27.4]"
398th,Ricardo,Flowers,28.82,"[28.85, 28.82, 30.31, 28.79, 27.65]"
399th,Kathleen,Compton,28.88,"['DNF', 24.54, 26.96, 29.69, 30.0]"
400th,David,Stevens,28.88,"[28.93, 28.03, 31.26, 28.62, 29.1]"
401st,Robert,Roy,28.93,"[29.14, 28.59, 27.88, 29.16, 29.06]"
402nd,Brian,Braun,29.11,"[30.13, 27.32, 29.99, 29.49, 27.86]"
403rd,Monica,Mack,29.3,"[26.05, 28.91, 30.31, 28.67, 30.34]"
404th,Wendy,Oconnor,29.35,"[29.04, 30.57, 28.43, 27.71, 31.54]"
405th,Paul,Hoffman,29.48,"['DNF', 27.87, 28.77, 24.54, 31.8]"
406th,Jennifer,Mitchell,29.54,"[24.28, 31.81, 31.42, 30.07, 27.14]"
407th,Robert,Phillips,29.74,"[29.47, 31.99, 31.54, 28.22, 26.61]"
408th,Dustin,Vega,30.43,"[32.26, 28.79, 29.34, 31.19, 30.76]"
409th,Alex,Donaldson,30.64,"[26.61, 30.59, 31.07, 30.27, 31.17]"
410th,Robert,Garza,33.76,"[33.62, 34.74, 29.44, 33.84, 33.82]"
