Speedcubes Massive Battle in Omdurman
Top 128 Qualify.
Rank,First Name,Last Name,AO5,Scores
313th,Paula,Mcgee,26.21,"[26.15, 22.85, 24.93, 27.56, 'DNF']"
314th,Chelsea,Johnston,26.24,"[24.41, 22.34, 28.02, 27.89, 26.41]"
315th,Daniel,Hoffman,26.25,"['DNF', 24.27, 26.82, 25.87, 26.06]"
316th,Ronald,Ward,26.3,"[26.42, 24.96, 26.35, 26.96, 26.13]"
317th,Brittany,Carrillo,26.31,"[23.87, 25.17, 25.71, 28.05, 28.31]"
318th,Kenneth,White,26.33,"[25.28, 24.01, 25.9, 27.81, 29.23]"
319th,Jason,Webster,26.34,"[25.45, 29.76, 25.03, 27.18, 26.38]"
320th,Amanda,Thomas,26.35,"[25.2, 25.35, 27.54, 26.15, 28.26]"
321st,Jeanne,Zimmerman,26.38,"[26.2, 28.55, 27.43, 25.51, 22.35]"
322nd,Rebecca,Palmer,26.4,"[27.23, 24.56, 28.27, 27.4, 23.6]"
323rd,Kimberly,Fisher,26.42,"[28.46, 25.65, 25.53, 26.06, 27.56]"
324th,Patricia,Tyler,26.43,"[27.76, 26.81, 21.96, 27.73, 24.74]"
325th,Matthew,Romero,26.46,"[26.1, 26.24, 27.17, 24.51, 27.05]"
326th,Benjamin,Bowen,26.46,"[24.77, 28.08, 27.06, 25.18, 27.15]"
327th,Robert,Blanchard,26.47,"[24.3, 26.41, 26.74, 26.25, 27.61]"
328th,Lee,Nicholson,26.49,"[25.8, 26.39, 26.98, 26.09, 27.82]"
329th,Troy,Foster,26.5,"[30.92, 28.58, 26.56, 23.69, 24.35]"
330th,Samuel,Gallagher,26.51,"[26.28, 25.39, 27.85, 28.05, 25.03]"
331st,Rebecca,Williams,26.51,"[25.03, 27.26, 25.71, 27.75, 26.55]"
332nd,Kimberly,Graves,26.56,"['DNF', 25.27, 27.56, 23.9, 26.85]"
333rd,Julie,Miller,26.6,"[28.26, 25.29, 24.86, 26.88, 27.64]"
334th,Kyle,Alvarez,26.62,"[23.95, 27.76, 27.61, 28.34, 24.5]"
335th,Jeff,Miller,26.63,"[26.52, 25.81, 'DNF', 22.79, 27.56]"
336th,Michael,Miller,26.64,"[25.24, 'DNF', 24.42, 28.13, 26.54]"
337th,Kayla,Malone,26.65,"[29.32, 26.0, 24.82, 29.12, 24.73]"
338th,Scott,Perry,26.65,"[26.74, 27.05, 29.88, 23.14, 26.16]"
339th,Alexander,Esparza,26.68,"[27.65, 27.17, 25.22, 29.34, 25.05]"
340th,Joseph,Clark,26.69,"[24.93, 26.59, 26.91, 27.25, 26.58]"
341st,Tonya,Molina,26.73,"[25.64, 27.85, 27.29, 23.81, 27.26]"
342nd,Carolyn,Fuentes,26.74,"[26.52, 27.08, 29.36, 26.62, 25.05]"
343rd,Ricardo,Flowers,26.82,"[26.34, 25.18, 29.09, 28.06, 26.05]"
344th,Diane,White,26.83,"[29.49, 29.06, 22.97, 25.68, 25.75]"
345th,Christopher,White,26.85,"[27.6, 24.94, 27.55, 25.83, 27.16]"
346th,Steven,Meyer,26.86,"[23.05, 26.89, 28.69, 28.21, 25.47]"
347th,John,Bennett,26.87,"[29.76, 27.35, 20.07, 25.07, 28.2]"
348th,Derrick,Collins,26.88,"[27.45, 22.23, 26.37, 26.96, 27.3]"
349th,Veronica,Martinez,26.89,"[27.82, 28.03, 26.1, 23.77, 26.75]"
350th,Jeremy,Ferguson,26.9,"[27.26, 26.9, 30.69, 26.07, 26.55]"
351st,Daniel,Reyes,26.91,"[27.04, 26.56, 26.86, 26.83, 29.71]"
352nd,Jennifer,Fuller,26.94,"['DNF', 28.31, 24.19, 25.04, 27.48]"
353rd,David,Mitchell,26.98,"[25.22, 28.24, 27.99, 27.73, 23.8]"
354th,Elizabeth,Taylor,27.05,"[28.1, 25.54, 27.52, 21.22, 'DNF']"
355th,Ryan,Pitts,27.14,"[26.5, 25.02, 29.12, 29.18, 25.81]"
356th,David,Clarke,27.16,"[23.74, 26.65, 'DNF', 27.67, 27.15]"
357th,Frank,Herrera,27.2,"[28.92, 27.15, 26.64, 27.33, 27.13]"
358th,Taylor,Martinez,27.26,"[26.96, 25.35, 26.33, 28.49, 29.24]"
359th,Brandon,Martinez,27.27,"[29.37, 27.89, 26.5, 27.42, 26.25]"
360th,Derek,Butler,27.27,"[30.37, 22.97, 24.59, 29.18, 28.05]"
361st,Jennifer,Sexton,27.4,"[28.73, 26.27, 26.78, 27.97, 27.45]"
362nd,Colleen,Stewart,27.4,"[27.25, 27.41, 26.95, 27.53, 29.92]"
363rd,Jeremiah,Allen,27.45,"[24.38, 27.62, 28.69, 26.05, 28.88]"
364th,Robert,Roy,27.5,"[26.56, 30.96, 27.48, 28.45, 25.13]"
365th,Lisa,Brady,27.53,"[28.19, 26.6, 27.92, 26.07, 28.07]"
366th,Justin,Anderson,27.53,"[28.93, 25.81, 27.5, 27.11, 27.97]"
367th,Joshua,Figueroa,27.55,"[27.6, 27.62, 27.67, 27.43, 26.86]"
368th,David,Johnson,27.57,"[28.15, 29.53, 24.19, 25.02, 33.02]"
369th,Matthew,Gutierrez,27.58,"[27.67, 25.61, 29.0, 26.08, 30.84]"
370th,Larry,Gomez,27.65,"[32.92, 27.32, 28.55, 27.09, 26.82]"
371st,Wendy,Oconnor,27.67,"[28.49, 26.51, 28.02, 23.74, 32.1]"
372nd,Tina,Mcfarland,27.71,"[28.22, 24.15, 27.73, 31.59, 27.18]"
373rd,Cody,Howard,27.72,"[27.74, 24.06, 27.94, 27.72, 27.71]"
374th,Nicholas,Smith,27.75,"[28.28, 28.44, 24.95, 27.05, 27.92]"
375th,Cynthia,Moyer,27.78,"[29.12, 26.94, 28.66, 27.75, 26.2]"
376th,Colin,Rojas,27.86,"[25.97, 29.77, 27.64, 29.04, 26.9]"
377th,Christian,Fleming,27.87,"[25.05, 31.93, 26.26, 28.3, 29.05]"
378th,Jeffery,Solis,27.94,"[30.54, 26.73, 26.91, 29.08, 27.83]"
379th,Roger,Smith,28.0,"[26.53, 29.66, 31.54, 26.23, 27.8]"
380th,Bruce,Phillips,28.05,"[27.82, 25.12, 27.45, 31.84, 28.87]"
381st,Wayne,Baker,28.07,"[27.77, 28.38, 26.75, 28.83, 28.07]"
382nd,Aimee,Stewart,28.08,"[28.8, 26.72, 28.73, 29.16, 26.18]"
383rd,Madison,Harris,28.11,"[28.97, 28.45, 26.91, 24.95, 30.76]"
384th,William,Peterson,28.3,"[29.19, 26.13, 28.11, 'DNF', 27.59]"
385th,Ricardo,Henry,28.32,"[29.07, 28.44, 27.46, 24.75, 29.52]"
386th,Monica,Mack,28.32,"[24.63, 27.29, 30.49, 28.5, 29.18]"
387th,Jennifer,Mitchell,28.63,"[30.25, 30.27, 27.93, 25.88, 27.72]"
388th,David,Reeves,28.68,"['DNF', 27.84, 28.81, 22.92, 29.4]"
389th,Jack,Wilson,28.99,"[26.84, 29.54, 31.15, 24.17, 30.58]"
390th,Sergio,Ortiz,28.99,"[32.42, 'DNF', 26.51, 28.03, 24.48]"
391st,Carl,Sims,29.14,"[32.21, 29.08, 29.19, 29.14, 25.36]"
392nd,James,Armstrong,29.15,"[28.36, 28.96, 33.04, 27.39, 30.13]"
393rd,Kayla,Bean,29.2,"[26.33, 34.34, 24.27, 33.38, 27.9]"
394th,Mary,Williams,29.2,"[33.48, 26.89, 28.89, 27.72, 30.98]"
395th,Bonnie,Lee,29.41,"[30.67, 28.97, 28.58, 32.91, 28.4]"
396th,Alex,Donaldson,29.43,"[29.66, 30.06, 30.08, 28.56, 27.61]"
397th,Faith,Gonzalez,29.5,"[29.21, 23.27, 'DNF', 30.94, 28.35]"
398th,Jaime,Sullivan,29.53,"[29.39, 30.22, 25.59, 28.98, 30.62]"
399th,Karen,Dickerson,29.56,"[30.29, 29.33, 29.05, 31.64, 24.79]"
400th,Kathleen,Compton,29.63,"[24.16, 29.47, 31.37, 30.9, 28.51]"
401st,William,Mccoy,29.72,"[29.35, 25.56, 29.26, 30.56, 31.55]"
402nd,Brian,Braun,29.85,"[27.76, 31.5, 31.01, 30.07, 28.48]"
403rd,Gerald,Williams,29.86,"[26.48, 30.41, 28.37, 30.81, 'DNF']"
404th,Paul,Hoffman,29.86,"[31.6, 28.72, 30.41, 30.43, 28.74]"
405th,David,Stevens,30.3,"[29.51, 28.77, 27.87, 33.98, 32.63]"
406th,Dustin,Vega,30.36,"[30.46, 29.97, 30.88, 30.65, 29.69]"
407th,Robert,Phillips,30.58,"[30.85, 29.27, 30.56, 30.33, 'DNF']"
408th,Robert,Garza,30.69,"[30.49, 29.34, 30.49, 31.09, 32.51]"
409th,James,Stanton,DNF,"['DNF', 25.23, 25.9, 24.53, 'DNF']"
410th,Edward,Johnson,DNF,"[24.0, 'DNF', 'DNF', 26.23, 24.0]"
