Bangkok Open
Top 64 Qualify.
Rank,First Name,Last Name,AO5,Scores
314th,Tyler,Mcdaniel,26.12,"[27.67, 27.31, 24.42, 23.16, 26.63]"
315th,Tina,Mcfarland,26.17,"[28.33, 26.04, 24.0, 24.15, 28.71]"
316th,Christy,Gallegos,26.19,"[27.03, 23.31, 22.8, 28.96, 28.23]"
317th,Lee,Nicholson,26.2,"[24.46, 28.18, 27.16, 26.98, 23.06]"
318th,Frank,Herrera,26.26,"[25.59, 27.6, 24.26, 26.69, 26.51]"
319th,Steven,Meyer,26.28,"[28.25, 25.43, 29.72, 25.17, 22.6]"
320th,Ronald,Ward,26.32,"[27.53, 27.55, 28.69, 22.98, 23.88]"
321st,Derrick,Collins,26.33,"[26.67, 26.61, 26.53, 25.8, 25.86]"
322nd,Andrew,Gonzalez,26.34,"[23.99, 'DNF', 26.18, 23.27, 28.86]"
323rd,Christian,Fleming,26.35,"[26.72, 23.91, 28.76, 24.12, 28.21]"
324th,Anthony,Holmes,26.36,"[25.97, 22.42, 27.4, 28.91, 25.7]"
325th,Jennifer,Wyatt,26.36,"[24.98, 26.66, 25.57, 27.03, 26.86]"
326th,Diane,White,26.39,"[27.09, 28.38, 24.73, 23.87, 27.35]"
327th,David,Khan,26.43,"[24.13, 25.43, 29.15, 29.22, 24.72]"
328th,Julie,Hall,26.45,"[28.47, 25.31, 25.49, 28.5, 25.38]"
329th,Joseph,Clark,26.45,"[27.41, 23.73, 24.92, 28.83, 27.01]"
330th,Daniel,Reyes,26.49,"[25.3, 28.16, 30.08, 24.73, 26.02]"
331st,Christopher,Caldwell,26.5,"[25.75, 30.9, 24.63, 26.49, 27.25]"
332nd,Tonya,Molina,26.52,"[25.57, 28.21, 26.39, 26.86, 26.32]"
333rd,Joseph,Morton,26.52,"[25.28, 26.48, 27.95, 24.0, 27.81]"
334th,Benjamin,Bowen,26.53,"[26.97, 24.67, 24.73, 27.9, 28.61]"
335th,Jaime,Sullivan,26.54,"[26.23, 28.28, 25.11, 28.29, 23.29]"
336th,Lisa,Brady,26.54,"[25.96, 28.28, 27.35, 25.45, 26.3]"
337th,James,Armstrong,26.57,"[25.37, 25.25, 28.38, 27.57, 26.78]"
338th,Joshua,Dean,26.59,"[28.91, 26.09, 27.23, 26.46, 24.03]"
339th,Carolyn,Fuentes,26.62,"[25.89, 28.4, 26.0, 25.7, 27.97]"
340th,Ricardo,Flowers,26.66,"[26.1, 25.88, 29.13, 28.0, 25.07]"
341st,Scott,Perry,26.67,"[24.43, 26.62, 24.76, 28.64, 29.63]"
342nd,James,Martinez,26.7,"[31.39, 27.87, 25.83, 26.41, 23.43]"
343rd,Ryan,Pitts,26.78,"[24.17, 28.45, 24.87, 29.2, 27.02]"
344th,Elaine,Williams,26.79,"[28.6, 26.98, 25.2, 25.38, 28.0]"
345th,Lori,Dixon,26.79,"[26.22, 26.15, 28.36, 24.96, 28.0]"
346th,Elizabeth,Johnson,26.8,"[26.19, 26.57, 27.65, 25.33, 29.66]"
347th,Jennifer,Sexton,26.8,"[27.97, 24.09, 25.99, 26.45, 28.7]"
348th,Christina,Willis,26.8,"[26.68, 24.78, 28.87, 27.09, 26.63]"
349th,Melissa,Turner,26.85,"[27.21, 25.53, 27.24, 28.51, 26.11]"
350th,Joshua,Figueroa,26.87,"[28.37, 27.29, 28.66, 24.66, 24.95]"
351st,Jeffery,Solis,26.87,"[26.68, 31.64, 24.84, 26.92, 27.01]"
352nd,Kayla,Malone,26.88,"[26.68, 26.93, 21.96, 27.78, 27.04]"
353rd,Michael,Miller,26.93,"[26.34, 28.18, 27.89, 26.57, 26.06]"
354th,Troy,Foster,26.96,"['DNF', 24.7, 27.37, 24.0, 28.81]"
355th,David,Mitchell,26.97,"[27.31, 25.47, 'DNF', 26.33, 27.28]"
356th,Kathleen,Ward,27.08,"[23.84, 27.15, 27.95, 27.93, 26.15]"
357th,Daniel,Hoffman,27.09,"[23.92, 29.09, 29.04, 26.01, 26.22]"
358th,Faith,Gonzalez,27.12,"[27.16, 24.99, 26.0, 'DNF', 28.2]"
359th,Sarah,Barron,27.19,"[29.62, 25.44, 26.5, 29.67, 24.36]"
360th,Eric,Young,27.2,"[28.32, 25.67, 28.51, 27.62, 21.02]"
361st,Colleen,Stewart,27.2,"[28.3, 26.5, 21.72, 27.94, 27.16]"
362nd,Brittany,Carrillo,27.2,"[28.13, 27.02, 27.05, 21.78, 27.54]"
363rd,Kimberly,Fisher,27.22,"[28.81, 26.71, 24.9, 27.82, 27.12]"
364th,Julie,Miller,27.22,"[27.74, 26.54, 28.35, 26.72, 27.2]"
365th,Jeremiah,Allen,27.24,"[24.52, 23.27, 28.35, 28.84, 29.74]"
366th,Alexandria,Harris,27.29,"[25.22, 26.92, 27.96, 27.0, 'DNF']"
367th,Justin,Anderson,27.33,"[28.21, 26.82, 26.96, 26.26, 28.44]"
368th,Rebecca,Williams,27.33,"[25.74, 27.7, 26.65, 28.55, 27.65]"
369th,Samuel,Gallagher,27.42,"[24.05, 28.98, 26.26, 29.69, 27.02]"
370th,Ricardo,Henry,27.45,"[28.47, 29.2, 26.47, 23.96, 27.42]"
371st,Chelsea,Johnston,27.45,"[28.54, 25.64, 28.17, 28.62, 25.61]"
372nd,Bruce,Phillips,27.46,"[27.34, 23.37, 28.69, 31.4, 26.36]"
373rd,Colin,Rojas,27.48,"[25.39, 27.33, 28.21, 29.51, 26.89]"
374th,Renee,Rogers,27.52,"[28.19, 26.13, 29.36, 24.45, 28.24]"
375th,Matthew,Romero,27.56,"[27.1, 25.91, 28.17, 27.4, 28.65]"
376th,Robert,Roy,27.64,"[26.97, 28.66, 27.38, 27.04, 28.51]"
377th,Wayne,Baker,27.65,"[30.11, 26.85, 27.46, 27.34, 28.16]"
378th,Aimee,Stewart,27.68,"[27.95, 29.18, 28.52, 25.76, 26.58]"
379th,Rickey,Murphy,27.72,"[28.83, 25.03, 30.83, 24.66, 29.29]"
380th,Monica,Mack,27.79,"[25.31, 23.31, 29.29, 30.3, 28.77]"
381st,Sergio,Ortiz,27.81,"[29.01, 25.88, 28.32, 26.2, 28.91]"
382nd,Rhonda,Phillips,27.97,"[27.53, 29.7, 27.32, 28.14, 28.23]"
383rd,Cynthia,Moyer,28.06,"[26.93, 30.55, 26.0, 28.5, 28.74]"
384th,Alexander,Esparza,28.17,"[29.74, 25.39, 28.28, 28.5, 27.74]"
385th,David,Johnson,28.23,"[26.43, 28.67, 28.45, 31.43, 27.56]"
386th,David,Reeves,28.26,"[28.93, 28.37, 29.25, 27.49, 27.48]"
387th,William,Peterson,28.29,"[29.07, 28.13, 27.66, 29.6, 27.23]"
388th,Jack,Wilson,28.49,"[25.3, 28.11, 29.31, 30.02, 28.06]"
389th,Pamela,Robinson,28.96,"[25.4, 30.53, 29.54, 28.0, 29.35]"
390th,Roger,Smith,28.97,"[27.87, 28.03, 30.27, 28.62, 30.85]"
391st,Karen,Dickerson,29.11,"[31.05, 28.89, 29.03, 28.91, 29.38]"
392nd,Carl,Sims,29.15,"['DNF', 28.72, 27.48, 28.66, 30.08]"
393rd,Jose,Brooks,29.2,"[28.72, 28.71, 26.21, 30.34, 30.18]"
394th,Kathleen,Compton,29.31,"[29.29, 29.52, 30.73, 29.13, 25.67]"
395th,Brian,Braun,29.32,"[29.6, 29.83, 30.27, 27.9, 28.53]"
396th,Veronica,Martinez,29.35,"['DNF', 29.93, 28.79, 29.22, 28.91]"
397th,Lori,Sutton,29.37,"['DNF', 25.71, 30.15, 27.56, 30.4]"
398th,Robert,Phillips,29.43,"[28.09, 29.91, 31.52, 30.29, 27.79]"
399th,Gerald,Williams,29.57,"[27.33, 28.57, 30.89, 30.96, 29.24]"
400th,Jennifer,Mitchell,29.62,"[30.13, 28.93, 31.91, 27.11, 29.8]"
401st,David,Stevens,29.76,"['DNF', 28.62, 22.96, 30.09, 30.56]"
402nd,Paul,Hoffman,29.81,"[31.33, 27.2, 33.27, 30.9, 26.33]"
403rd,Wendy,Oconnor,29.9,"[27.63, 29.74, 28.98, 30.99, 31.65]"
404th,Larry,Gomez,30.18,"[30.48, 29.8, 26.46, 30.7, 30.26]"
405th,William,Mccoy,30.22,"[26.68, 31.99, 28.74, 'DNF', 29.92]"
406th,Alex,Donaldson,30.34,"[26.94, 27.82, 32.84, 'DNF', 30.36]"
407th,Dustin,Vega,30.35,"[30.31, 31.24, 29.42, 32.19, 29.51]"
408th,Bonnie,Lee,31.07,"[28.51, 32.45, 29.48, 31.69, 32.04]"
409th,Mary,Williams,31.85,"[32.07, 36.84, 33.62, 29.85, 27.01]"
410th,Robert,Garza,33.28,"[33.77, 34.08, 31.63, 36.82, 32.0]"
