Speedcubes Massive Battle in Omdurman
Best Single,12.28,Tanya Lee,Best AO5,16.48,Tanya Lee,"[16.76, 21.41, 16.77, 12.28, 15.9]"
Rank,First Name,Last Name,Event AVG,Best Event Single,Best Event AO5,Times,Solves,DNFs
249th,Wyatt,Gibson,24.72,21.48,25.23,"[21.48, 23.9, 25.56, 26.45, 26.22]",5,0
250th,Ian,Campbell,24.91,21.81,25.25,"[26.81, 24.27, 27.02, 24.68, 21.81]",5,0
251st,Chelsea,Castillo,25.34,23.05,25.26,"[23.05, 25.86, 25.9, 24.01, 27.92]",5,0
252nd,Cody,Jenkins,24.88,21.6,25.27,"[26.59, 21.6, 25.44, 23.78, 27.0]",5,0
253rd,Michael,Davis,24.07,20.47,25.28,"[26.46, 20.47, 22.9, 'DNF', 26.48]",4,1
254th,Rebecca,Gonzalez,25.2,22.4,25.29,"[22.4, 27.07, 27.74, 23.69, 25.1]",5,0
255th,Christy,Gallegos,25.04,23.08,25.29,"[23.08, 25.83, 24.8, 26.26, 25.25]",5,0
256th,Kathleen,Nguyen,24.7,21.54,25.3,"[24.17, 26.06, 25.97, 25.77, 21.54]",5,0
257th,Tony,Bell,24.83,21.0,25.31,"[27.21, 21.55, 27.2, 27.18, 21.0]",5,0
258th,Stephanie,Robinson,25.4,24.74,25.31,"[24.99, 24.74, 25.99, 26.32, 24.94]",5,0
259th,Amber,Aguilar,25.19,20.75,25.32,"[24.77, 27.33, 20.75, 23.87, 29.22]",5,0
260th,Lori,Dixon,25.92,22.03,25.32,"[23.8, 25.51, 26.64, 22.03, 31.59]",5,0
261st,Jennifer,Lewis,24.97,21.7,25.32,"[25.92, 21.7, 27.23, 26.12, 23.91]",5,0
262nd,John,Flores,25.31,22.38,25.33,"[24.35, 27.88, 23.75, 28.19, 22.38]",5,0
263rd,Joshua,Dean,25.38,24.14,25.33,"[26.06, 26.76, 25.75, 24.17, 24.14]",5,0
264th,Roberto,Parsons,25.3,23.07,25.34,"[25.23, 25.43, 27.42, 23.07, 25.36]",5,0
265th,Megan,Harris,25.42,23.85,25.35,"[27.2, 23.85, 26.16, 24.61, 25.29]",5,0
266th,Emily,Kim,25.36,23.76,25.38,"[23.76, 26.29, 26.92, 24.72, 25.13]",5,0
267th,James,Johnston,25.17,22.1,25.4,"[23.95, 27.56, 22.1, 25.47, 26.77]",5,0
268th,Krystal,Smith,25.69,24.09,25.41,"[25.62, 26.52, 24.1, 28.15, 24.09]",5,0
269th,Natasha,Williams,25.66,21.72,25.41,"[30.37, 21.72, 27.45, 22.77, 26.0]",5,0
270th,Keith,Henderson,25.14,21.86,25.41,"[23.93, 27.09, 25.2, 27.59, 21.86]",5,0
271st,Justin,Santos,25.08,23.95,25.46,"[26.56, 24.1, 25.71, 23.95, 'DNF']",4,1
272nd,Peter,Fox,24.96,21.61,25.47,"[21.61, 25.03, 24.89, 26.75, 26.5]",5,0
273rd,Brandon,Rodriguez,25.45,23.52,25.47,"[23.52, 27.29, 26.16, 24.97, 25.29]",5,0
274th,Samuel,Moore,25.27,23.21,25.48,"[23.69, 26.11, 23.21, 26.7, 26.63]",5,0
275th,Stacy,Dodson,25.25,22.77,25.51,"[24.85, 22.77, 25.31, 26.37, 26.97]",5,0
276th,Tiffany,Perez,25.29,22.61,25.51,"[27.28, 24.47, 25.34, 26.73, 22.61]",5,0
277th,Christopher,Caldwell,25.72,23.32,25.53,"[24.06, 26.7, 23.32, 25.83, 28.69]",5,0
278th,Kimberly,Sawyer,25.65,24.47,25.55,"[24.78, 24.82, 24.47, 27.05, 27.12]",5,0
279th,Donna,Adams,25.8,22.76,25.61,"[22.76, 24.63, 29.41, 26.99, 25.21]",5,0
280th,Richard,Austin,24.98,23.01,25.63,"[26.75, 24.84, 'DNF', 23.01, 25.3]",4,1
281st,Renee,Rogers,25.42,22.56,25.63,"[25.9, 24.7, 27.68, 26.28, 22.56]",5,0
282nd,Regina,Cook,25.26,21.62,25.67,"[26.91, 26.31, 23.79, 27.66, 21.62]",5,0
283rd,Alexandria,Harris,25.59,23.32,25.67,"[27.33, 26.14, 23.53, 27.67, 23.32]",5,0
284th,Daniel,Espinoza,26.42,23.6,25.69,"[29.0, 31.44, 23.65, 24.43, 23.6]",5,0
285th,Joshua,Shields,25.63,23.63,25.72,"[24.47, 25.86, 23.63, 26.82, 27.41]",5,0
286th,Steven,Martinez,24.46,20.6,25.74,"[20.6, 'DNF', 24.47, 24.98, 27.78]",4,1
287th,Ana,Mitchell,26.01,23.59,25.75,"[27.6, 24.9, 23.59, 29.22, 24.76]",5,0
288th,Susan,Page,25.35,20.88,25.76,"[25.13, 26.58, 28.64, 20.88, 25.57]",5,0
289th,James,Dunn,25.59,23.28,25.81,"[24.72, 26.13, 27.24, 23.28, 26.57]",5,0
290th,Carol,Cook,25.89,23.58,25.81,"[28.43, 23.58, 25.93, 25.02, 26.47]",5,0
291st,Randall,Campbell,25.89,24.24,25.83,"[25.87, 26.88, 27.69, 24.74, 24.24]",5,0
292nd,Lori,Sutton,26.13,24.09,25.84,"[27.05, 29.01, 25.89, 24.09, 24.59]",5,0
293rd,Tyler,Jennings,25.29,23.6,25.85,"[26.01, 'DNF', 23.6, 24.73, 26.8]",4,1
294th,Kimberly,Roberts,25.28,21.94,25.88,"[26.83, 26.88, 21.94, 25.74, 25.06]",5,0
295th,Kimberly,Wells,25.84,23.12,25.89,"[27.03, 28.41, 23.61, 27.03, 23.12]",5,0
296th,Steve,Moore,25.87,23.01,25.91,"[23.01, 25.06, 25.97, 26.71, 28.58]",5,0
297th,Maxwell,Miller,25.63,23.48,25.91,"[25.49, 26.63, 25.61, 23.48, 26.96]",5,0
298th,Tyler,Mcdaniel,26.1,24.14,25.93,"[28.6, 24.38, 27.75, 25.65, 24.14]",5,0
299th,Samantha,Smith,25.61,22.25,25.95,"[27.97, 25.26, 27.05, 22.25, 25.54]",5,0
300th,Anita,Butler,25.78,23.83,25.96,"[23.83, 26.38, 27.21, 26.84, 24.65]",5,0
301st,Lindsay,Harris,25.83,24.68,25.97,"[25.64, 26.55, 25.93, 26.34, 24.68]",5,0
302nd,John,Oconnor,26.81,22.56,26.03,"[33.38, 27.76, 26.96, 22.56, 23.36]",5,0
303rd,Tom,Harris,26.22,25.01,26.03,"[25.11, 27.98, 26.43, 26.55, 25.01]",5,0
304th,Rhonda,Phillips,26.12,25.31,26.06,"[26.57, 25.88, 25.72, 25.31, 27.11]",5,0
305th,Gary,Le,25.97,24.36,26.07,"[27.3, 24.36, 24.85, 26.38, 26.98]",5,0
306th,Joseph,Morton,25.78,24.93,26.07,"[27.1, 24.96, 'DNF', 24.93, 26.15]",4,1
307th,Kayla,James,25.97,22.62,26.1,"[25.17, 27.23, 22.62, 25.9, 28.94]",5,0
308th,David,Lee,26.38,25.2,26.13,"[25.27, 27.71, 25.2, 25.42, 28.29]",5,0
309th,Jennifer,Chung,25.99,21.51,26.15,"[29.99, 24.33, 27.17, 26.95, 21.51]",5,0
310th,Jose,Campbell,26.02,23.98,26.16,"[23.98, 26.41, 27.66, 25.62, 26.44]",5,0
311th,Sarah,Barron,26.46,25.5,26.18,"[28.21, 25.5, 26.52, 26.15, 25.88]",5,0
312th,Jose,Brooks,26.1,24.42,26.19,"[24.42, 26.35, 27.48, 27.16, 25.06]",5,0
313th,Paula,Mcgee,25.37,22.85,26.21,"[26.15, 22.85, 24.93, 27.56, 'DNF']",4,1
314th,Chelsea,Johnston,25.82,22.34,26.24,"[24.41, 22.34, 28.02, 27.89, 26.41]",5,0
315th,Daniel,Hoffman,25.76,24.27,26.25,"['DNF', 24.27, 26.82, 25.87, 26.06]",4,1
316th,Ronald,Ward,26.16,24.96,26.3,"[26.42, 24.96, 26.35, 26.96, 26.13]",5,0
317th,Brittany,Carrillo,26.22,23.87,26.31,"[23.87, 25.17, 25.71, 28.05, 28.31]",5,0
318th,Kenneth,White,26.45,24.01,26.33,"[25.28, 24.01, 25.9, 27.81, 29.23]",5,0
319th,Jason,Webster,26.76,25.03,26.34,"[25.45, 29.76, 25.03, 27.18, 26.38]",5,0
320th,Amanda,Thomas,26.5,25.2,26.35,"[25.2, 25.35, 27.54, 26.15, 28.26]",5,0
321st,Jeanne,Zimmerman,26.01,22.35,26.38,"[26.2, 28.55, 27.43, 25.51, 22.35]",5,0
322nd,Rebecca,Palmer,26.21,23.6,26.4,"[27.23, 24.56, 28.27, 27.4, 23.6]",5,0
323rd,Kimberly,Fisher,26.65,25.53,26.42,"[28.46, 25.65, 25.53, 26.06, 27.56]",5,0
324th,Patricia,Tyler,25.8,21.96,26.43,"[27.76, 26.81, 21.96, 27.73, 24.74]",5,0
325th,Matthew,Romero,26.21,24.51,26.46,"[26.1, 26.24, 27.17, 24.51, 27.05]",5,0
326th,Benjamin,Bowen,26.45,24.77,26.46,"[24.77, 28.08, 27.06, 25.18, 27.15]",5,0
327th,Robert,Blanchard,26.27,24.3,26.47,"[24.3, 26.41, 26.74, 26.25, 27.61]",5,0
328th,Lee,Nicholson,26.62,25.8,26.49,"[25.8, 26.39, 26.98, 26.09, 27.82]",5,0
329th,Troy,Foster,26.82,23.69,26.5,"[30.92, 28.58, 26.56, 23.69, 24.35]",5,0
330th,Samuel,Gallagher,26.52,25.03,26.51,"[26.28, 25.39, 27.85, 28.05, 25.03]",5,0
331st,Rebecca,Williams,26.46,25.03,26.51,"[25.03, 27.26, 25.71, 27.75, 26.55]",5,0
332nd,Kimberly,Graves,25.89,23.9,26.56,"['DNF', 25.27, 27.56, 23.9, 26.85]",4,1
333rd,Julie,Miller,26.58,24.86,26.6,"[28.26, 25.29, 24.86, 26.88, 27.64]",5,0
334th,Kyle,Alvarez,26.44,23.95,26.62,"[23.95, 27.76, 27.61, 28.34, 24.5]",5,0
335th,Jeff,Miller,25.67,22.79,26.63,"[26.52, 25.81, 'DNF', 22.79, 27.56]",4,1
336th,Michael,Miller,26.08,24.42,26.64,"[25.24, 'DNF', 24.42, 28.13, 26.54]",4,1
337th,Kayla,Malone,26.79,24.73,26.65,"[29.32, 26.0, 24.82, 29.12, 24.73]",5,0
338th,Scott,Perry,26.59,23.14,26.65,"[26.74, 27.05, 29.88, 23.14, 26.16]",5,0
339th,Alexander,Esparza,26.88,25.05,26.68,"[27.65, 27.17, 25.22, 29.34, 25.05]",5,0
340th,Joseph,Clark,26.45,24.93,26.69,"[24.93, 26.59, 26.91, 27.25, 26.58]",5,0
341st,Tonya,Molina,26.37,23.81,26.73,"[25.64, 27.85, 27.29, 23.81, 27.26]",5,0
342nd,Carolyn,Fuentes,26.92,25.05,26.74,"[26.52, 27.08, 29.36, 26.62, 25.05]",5,0
343rd,Ricardo,Flowers,26.95,25.18,26.82,"[26.34, 25.18, 29.09, 28.06, 26.05]",5,0
344th,Diane,White,26.59,22.97,26.83,"[29.49, 29.06, 22.97, 25.68, 25.75]",5,0
345th,Christopher,White,26.62,24.94,26.85,"[27.6, 24.94, 27.55, 25.83, 27.16]",5,0
346th,Steven,Meyer,26.46,23.05,26.86,"[23.05, 26.89, 28.69, 28.21, 25.47]",5,0
347th,John,Bennett,26.09,20.07,26.87,"[29.76, 27.35, 20.07, 25.07, 28.2]",5,0
348th,Derrick,Collins,26.06,22.23,26.88,"[27.45, 22.23, 26.37, 26.96, 27.3]",5,0
349th,Veronica,Martinez,26.49,23.77,26.89,"[27.82, 28.03, 26.1, 23.77, 26.75]",5,0
350th,Jeremy,Ferguson,27.49,26.07,26.9,"[27.26, 26.9, 30.69, 26.07, 26.55]",5,0
351st,Daniel,Reyes,27.4,26.56,26.91,"[27.04, 26.56, 26.86, 26.83, 29.71]",5,0
352nd,Jennifer,Fuller,26.26,24.19,26.94,"['DNF', 28.31, 24.19, 25.04, 27.48]",4,1
353rd,David,Mitchell,26.59,23.8,26.98,"[25.22, 28.24, 27.99, 27.73, 23.8]",5,0
354th,Elizabeth,Taylor,25.59,21.22,27.05,"[28.1, 25.54, 27.52, 21.22, 'DNF']",4,1
355th,Ryan,Pitts,27.12,25.02,27.14,"[26.5, 25.02, 29.12, 29.18, 25.81]",5,0
356th,David,Clarke,26.3,23.74,27.16,"[23.74, 26.65, 'DNF', 27.67, 27.15]",4,1
357th,Frank,Herrera,27.43,26.64,27.2,"[28.92, 27.15, 26.64, 27.33, 27.13]",5,0
358th,Taylor,Martinez,27.28,25.35,27.26,"[26.96, 25.35, 26.33, 28.49, 29.24]",5,0
359th,Brandon,Martinez,27.49,26.25,27.27,"[29.37, 27.89, 26.5, 27.42, 26.25]",5,0
360th,Derek,Butler,27.03,22.97,27.27,"[30.37, 22.97, 24.59, 29.18, 28.05]",5,0
361st,Jennifer,Sexton,27.44,26.27,27.4,"[28.73, 26.27, 26.78, 27.97, 27.45]",5,0
362nd,Colleen,Stewart,27.81,26.95,27.4,"[27.25, 27.41, 26.95, 27.53, 29.92]",5,0
363rd,Jeremiah,Allen,27.13,24.38,27.45,"[24.38, 27.62, 28.69, 26.05, 28.88]",5,0
364th,Robert,Roy,27.71,25.13,27.5,"[26.56, 30.96, 27.48, 28.45, 25.13]",5,0
365th,Lisa,Brady,27.37,26.07,27.53,"[28.19, 26.6, 27.92, 26.07, 28.07]",5,0
366th,Justin,Anderson,27.47,25.81,27.53,"[28.93, 25.81, 27.5, 27.11, 27.97]",5,0
367th,Joshua,Figueroa,27.44,26.86,27.55,"[27.6, 27.62, 27.67, 27.43, 26.86]",5,0
368th,David,Johnson,27.98,24.19,27.57,"[28.15, 29.53, 24.19, 25.02, 33.02]",5,0
369th,Matthew,Gutierrez,27.84,25.61,27.58,"[27.67, 25.61, 29.0, 26.08, 30.84]",5,0
370th,Larry,Gomez,28.54,26.82,27.65,"[32.92, 27.32, 28.55, 27.09, 26.82]",5,0
371st,Wendy,Oconnor,27.77,23.74,27.67,"[28.49, 26.51, 28.02, 23.74, 32.1]",5,0
372nd,Tina,Mcfarland,27.77,24.15,27.71,"[28.22, 24.15, 27.73, 31.59, 27.18]",5,0
373rd,Cody,Howard,27.03,24.06,27.72,"[27.74, 24.06, 27.94, 27.72, 27.71]",5,0
374th,Nicholas,Smith,27.33,24.95,27.75,"[28.28, 28.44, 24.95, 27.05, 27.92]",5,0
375th,Cynthia,Moyer,27.74,26.2,27.78,"[29.12, 26.94, 28.66, 27.75, 26.2]",5,0
376th,Colin,Rojas,27.86,25.97,27.86,"[25.97, 29.77, 27.64, 29.04, 26.9]",5,0
377th,Christian,Fleming,28.12,25.05,27.87,"[25.05, 31.93, 26.26, 28.3, 29.05]",5,0
378th,Jeffery,Solis,28.21,26.73,27.94,"[30.54, 26.73, 26.91, 29.08, 27.83]",5,0
379th,Roger,Smith,28.35,26.23,28.0,"[26.53, 29.66, 31.54, 26.23, 27.8]",5,0
380th,Bruce,Phillips,28.22,25.12,28.05,"[27.82, 25.12, 27.45, 31.84, 28.87]",5,0
381st,Wayne,Baker,27.96,26.75,28.07,"[27.77, 28.38, 26.75, 28.83, 28.07]",5,0
382nd,Aimee,Stewart,27.92,26.18,28.08,"[28.8, 26.72, 28.73, 29.16, 26.18]",5,0
383rd,Madison,Harris,28.01,24.95,28.11,"[28.97, 28.45, 26.91, 24.95, 30.76]",5,0
384th,William,Peterson,27.75,26.13,28.3,"[29.19, 26.13, 28.11, 'DNF', 27.59]",4,1
385th,Ricardo,Henry,27.85,24.75,28.32,"[29.07, 28.44, 27.46, 24.75, 29.52]",5,0
386th,Monica,Mack,28.02,24.63,28.32,"[24.63, 27.29, 30.49, 28.5, 29.18]",5,0
387th,Jennifer,Mitchell,28.41,25.88,28.63,"[30.25, 30.27, 27.93, 25.88, 27.72]",5,0
388th,David,Reeves,27.24,22.92,28.68,"['DNF', 27.84, 28.81, 22.92, 29.4]",4,1
389th,Jack,Wilson,28.46,24.17,28.99,"[26.84, 29.54, 31.15, 24.17, 30.58]",5,0
390th,Sergio,Ortiz,27.86,24.48,28.99,"[32.42, 'DNF', 26.51, 28.03, 24.48]",4,1
391st,Carl,Sims,29.0,25.36,29.14,"[32.21, 29.08, 29.19, 29.14, 25.36]",5,0
392nd,James,Armstrong,29.58,27.39,29.15,"[28.36, 28.96, 33.04, 27.39, 30.13]",5,0
393rd,Kayla,Bean,29.25,24.27,29.2,"[26.33, 34.34, 24.27, 33.38, 27.9]",5,0
394th,Mary,Williams,29.59,26.89,29.2,"[33.48, 26.89, 28.89, 27.72, 30.98]",5,0
395th,Bonnie,Lee,29.91,28.4,29.41,"[30.67, 28.97, 28.58, 32.91, 28.4]",5,0
396th,Alex,Donaldson,29.19,27.61,29.43,"[29.66, 30.06, 30.08, 28.56, 27.61]",5,0
397th,Faith,Gonzalez,27.95,23.27,29.5,"[29.21, 23.27, 'DNF', 30.94, 28.35]",4,1
398th,Jaime,Sullivan,28.96,25.59,29.53,"[29.39, 30.22, 25.59, 28.98, 30.62]",5,0
399th,Karen,Dickerson,29.02,24.79,29.56,"[30.29, 29.33, 29.05, 31.64, 24.79]",5,0
400th,Kathleen,Compton,28.88,24.16,29.63,"[24.16, 29.47, 31.37, 30.9, 28.51]",5,0
401st,William,Mccoy,29.25,25.56,29.72,"[29.35, 25.56, 29.26, 30.56, 31.55]",5,0
402nd,Brian,Braun,29.77,27.76,29.85,"[27.76, 31.5, 31.01, 30.07, 28.48]",5,0
403rd,Gerald,Williams,29.02,26.48,29.86,"[26.48, 30.41, 28.37, 30.81, 'DNF']",4,1
404th,Paul,Hoffman,29.98,28.72,29.86,"[31.6, 28.72, 30.41, 30.43, 28.74]",5,0
405th,David,Stevens,30.55,27.87,30.3,"[29.51, 28.77, 27.87, 33.98, 32.63]",5,0
406th,Dustin,Vega,30.32,29.69,30.36,"[30.46, 29.97, 30.88, 30.65, 29.69]",5,0
407th,Robert,Phillips,30.25,29.27,30.58,"[30.85, 29.27, 30.56, 30.33, 'DNF']",4,1
408th,Robert,Garza,30.78,29.34,30.69,"[30.49, 29.34, 30.49, 31.09, 32.51]",5,0
409th,James,Stanton,25.22,24.53,DNF,"['DNF', 25.23, 25.9, 24.53, 'DNF']",3,2
410th,Edward,Johnson,24.75,24.0,DNF,"[24.0, 'DNF', 'DNF', 26.23, 24.0]",3,2
