Bangkok Open
Best Single,13.55,Tanya Lee,Best AO5,16.09,Tanya Lee,"[17.26, 15.64, 19.9, 15.36, 14.59]"
Rank,First Name,Last Name,Event AVG,Best Event Single,Best Event AO5,Times,Solves,DNFs
249th,Eric,Meadows,24.74,21.9,24.47,"[24.28, 26.13, 24.82, 24.32, 23.34]",10,0
250th,Nicole,Hendricks,26.43,21.97,25.21,"[24.03, 24.27, 21.97, 28.33, 27.32]",10,0
251st,Corey,Smith,24.41,21.99,23.0,"[21.99, 23.29, 26.27, 22.35, 23.37]",10,0
252nd,David,Cook,25.33,22.13,25.25,"[24.18, 25.69, 30.38, 25.89, 22.13]",9,1
253rd,Jeremy,Ferguson,26.7,23.15,25.25,"[25.48, 23.65, 26.63, 23.15, 31.51]",10,0
254th,Hailey,Woods,25.55,20.46,25.26,"[20.46, 25.75, 24.54, 26.67, 25.5]",10,0
255th,Tony,Bell,25.06,21.53,24.83,"[22.58, 26.7, 29.3, 25.2, 21.53]",9,1
256th,Robert,Blanchard,25.08,21.9,24.97,"[25.31, 24.71, 28.26, 21.9, 24.9]",10,0
257th,Yvonne,Ross,24.71,21.6,24.44,"[23.46, 24.42, 27.15, 21.79, 25.43]",10,0
258th,David,Lee,25.62,24.09,25.05,"[25.71, 24.66, 28.53, 24.78, 24.09]",10,0
259th,Susan,Page,25.37,22.73,25.32,"[22.73, 26.23, 24.87, 26.51, 24.87]",10,0
260th,Rebecca,Palmer,25.36,23.41,24.78,"[23.41, 25.86, 24.54, 27.35, 23.95]",10,0
261st,Jonathan,Howe,25.78,24.52,25.03,"[24.73, 27.04, 25.39, 24.96, 24.52]",10,0
262nd,Anna,Valenzuela,25.2,20.98,25.35,"[25.34, 26.8, 26.28, 24.43, 22.34]",10,0
263rd,Brandon,Martinez,24.21,20.58,23.7,"[20.95, 23.71, 26.6, 23.01, 24.39]",10,0
264th,James,Dickson,24.28,22.14,24.27,"[24.97, 23.83, 22.42, 25.07, 24.01]",9,1
265th,Lauren,Morrow,25.55,21.8,25.38,"[25.07, 25.64, 23.51, 26.97, 25.44]",10,0
266th,Rebekah,Williams,24.39,18.57,23.77,"[24.02, 23.25, 18.57, 26.72, 24.03]",10,0
267th,James,Dunn,25.91,23.93,25.4,"[26.24, 27.0, 23.93, 24.37, 25.6]",10,0
268th,Ana,Mitchell,26.02,24.07,25.41,"[24.84, 26.7, 24.23, 27.57, 24.7]",10,0
269th,Aaron,Maxwell,26.08,23.33,25.41,"[23.33, 28.99, 25.16, 27.28, 23.8]",10,0
270th,Paula,Mcgee,25.86,22.43,25.42,"[24.83, 27.81, 27.52, 23.21, 23.9]",10,0
271st,Patrick,Taylor,26.2,24.74,25.43,"[25.3, 25.59, 24.74, 26.19, 25.39]",10,0
272nd,Brandon,Rodriguez,25.36,23.36,25.43,"[25.75, 24.87, 25.67, 23.86, 26.54]",10,0
273rd,John,Tucker,25.46,22.86,25.44,"[24.83, 26.66, 25.53, 25.97, 22.86]",10,0
274th,Tyler,Roach,25.65,22.54,25.5,"[22.54, 'DNF', 24.36, 24.92, 27.23]",9,1
275th,Tom,Harris,25.51,22.55,25.5,"[25.53, 22.55, 25.7, 25.47, 25.51]",10,0
276th,Stephanie,Ward,24.5,21.15,23.48,"[24.93, 24.04, 23.83, 22.58, 21.15]",10,0
277th,Craig,Smith,23.59,20.49,22.13,"[20.99, 20.49, 22.14, 23.25, 23.69]",19,1
278th,Rebecca,Gonzalez,25.29,23.26,25.54,"[24.38, 'DNF', 26.04, 23.26, 26.21]",9,1
279th,Christopher,White,25.93,23.04,25.6,"[24.67, 26.64, 25.48, 24.13, 28.85]",10,0
280th,John,Tran,25.17,23.91,24.68,"[24.32, 24.87, 23.91, 24.85, 26.0]",10,0
281st,Michael,Lee,24.5,20.51,24.31,"[26.15, 21.25, 26.3, 21.78, 25.01]",10,0
282nd,Jeanne,Zimmerman,25.99,23.34,25.65,"[26.8, 26.13, 23.88, 24.02, 31.95]",9,1
283rd,David,Clarke,24.64,22.32,24.01,"[22.32, 24.29, 24.03, 24.98, 23.7]",10,0
284th,Sarah,Riggs,24.72,22.59,24.36,"[23.66, 26.12, 23.1, 23.3, 'DNF']",9,1
285th,Tyler,Jennings,25.06,22.19,24.06,"[23.69, 27.91, 22.19, 25.43, 23.05]",10,0
286th,Belinda,Carter,24.97,22.09,23.99,"[22.09, 25.07, 25.92, 22.48, 24.41]",10,0
287th,Juan,Davis,24.24,19.16,23.26,"[23.08, 23.29, 24.77, 19.16, 23.4]",10,0
288th,Thomas,Dalton,24.94,22.36,24.73,"[23.53, 24.68, 23.32, 26.11, 25.99]",10,0
289th,Krystal,Smith,25.99,23.94,25.71,"[27.19, 24.16, 24.6, 26.47, 26.07]",10,0
290th,Lindsay,Reeves,26.05,23.91,25.45,"[26.36, 24.33, 24.55, 25.44, 29.65]",10,0
291st,John,Fisher,26.22,24.0,25.76,"[25.96, 24.4, 24.0, 27.29, 26.93]",10,0
292nd,Sharon,Dickson,24.95,22.7,24.08,"[26.78, 22.7, 25.12, 23.88, 23.24]",10,0
293rd,Wendy,Reyes,24.95,21.99,24.18,"[25.82, 21.99, 22.56, 24.67, 25.32]",10,0
294th,Jessica,Wallace,24.3,20.89,23.77,"[24.57, 27.64, 22.67, 21.41, 24.06]",9,1
295th,Natasha,Williams,25.17,22.61,24.39,"[25.05, 23.32, 22.61, 26.54, 24.81]",10,0
296th,John,Bennett,25.92,23.41,25.01,"[29.77, 24.19, 27.0, 23.41, 23.85]",10,0
297th,Kenneth,White,25.46,20.07,25.28,"[20.07, 25.14, 28.15, 26.15, 24.54]",10,0
298th,Kayla,Bean,27.45,23.72,25.88,"[23.72, 26.62, 24.34, 28.85, 26.68]",10,0
299th,Nicholas,Smith,26.68,23.6,25.88,"[25.45, 24.21, 26.06, 28.5, 26.12]",10,0
300th,Kimberly,Sawyer,25.67,21.11,25.88,"[27.31, 27.51, 24.68, 21.11, 25.65]",10,0
301st,Amber,Aguilar,25.64,23.41,25.85,"['DNF', 24.64, 25.1, 27.03, 25.43]",9,1
302nd,Peter,Fox,25.33,22.66,25.29,"[27.09, 24.73, 22.66, 24.09, 27.06]",10,0
303rd,Amanda,Thomas,26.86,24.37,25.91,"[25.93, 26.01, 26.14, 25.8, 24.37]",10,0
304th,Richard,Brown,25.97,22.16,25.92,"[27.49, 22.68, 28.05, 24.55, 25.71]",10,0
305th,Laurie,Palmer,25.2,22.08,24.74,"[24.58, 24.22, 25.59, 25.41, 23.53]",10,0
306th,Kimberly,Cook,23.87,19.42,23.0,"[22.15, 23.39, 23.45, 19.42, 27.13]",9,1
307th,James,Stanton,26.44,23.8,25.96,"[28.51, 25.13, 26.94, 25.82, 25.0]",10,0
308th,Kimberly,Martin,24.21,19.55,22.46,"[19.55, 22.15, 23.46, 27.49, 21.76]",10,0
309th,Lindsay,Harris,25.41,22.04,25.46,"[24.68, 22.04, 26.86, 26.02, 25.68]",10,0
310th,Mary,Holt,24.91,22.21,23.97,"[23.36, 26.2, 23.76, 23.83, 24.33]",10,0
311th,Donna,Adams,24.94,22.11,24.15,"[24.1, 24.39, 24.47, 23.95, 22.11]",10,0
312th,Cody,Howard,25.95,22.08,25.91,"[22.08, 28.08, 23.82, 25.82, 29.22]",10,0
313th,Megan,Harris,25.69,22.42,25.41,"[25.06, 22.42, 24.61, 26.55, 27.14]",10,0
314th,Tyler,Mcdaniel,26.01,23.16,26.12,"[27.67, 27.31, 24.42, 23.16, 26.63]",10,0
315th,Tina,Mcfarland,26.94,24.0,26.17,"[28.33, 26.04, 24.0, 24.15, 28.71]",10,0
316th,Christy,Gallegos,26.4,22.8,26.19,"[27.03, 23.31, 22.8, 28.96, 28.23]",10,0
317th,Lee,Nicholson,26.22,23.06,26.2,"[24.46, 28.18, 27.16, 26.98, 23.06]",10,0
318th,Frank,Herrera,26.2,24.26,26.23,"[25.13, 26.38, 27.12, 27.46, 25.19]",10,0
319th,Steven,Meyer,26.06,22.6,25.97,"[25.43, 26.16, 26.31, 26.78, 24.75]",10,0
320th,Ronald,Ward,25.78,22.98,25.94,"[27.65, 'DNF', 23.69, 25.29, 24.87]",9,1
321st,Derrick,Collins,26.21,23.99,26.33,"[26.67, 26.61, 26.53, 25.8, 25.86]",10,0
322nd,Andrew,Gonzalez,25.26,23.27,25.03,"[25.9, 25.87, 23.31, 26.67, 23.31]",9,1
323rd,Christian,Fleming,26.19,23.91,26.0,"[26.86, 25.97, 25.17, 28.22, 24.02]",10,0
324th,Anthony,Holmes,26.14,22.42,26.36,"[25.97, 22.42, 27.4, 28.91, 25.7]",10,0
325th,Jennifer,Wyatt,25.82,23.98,25.37,"[24.74, 24.74, 26.62, 27.17, 23.98]",10,0
326th,Diane,White,25.98,23.57,25.77,"[25.74, 24.91, 23.57, 26.67, 27.46]",10,0
327th,David,Khan,24.83,19.28,23.58,"[23.72, 24.22, 19.28, 22.81, 25.55]",10,0
328th,Julie,Hall,26.54,23.95,26.45,"[28.47, 25.31, 25.49, 28.5, 25.38]",10,0
329th,Joseph,Clark,26.37,23.49,26.26,"[29.5, 27.9, 26.35, 24.53, 23.49]",10,0
330th,Daniel,Reyes,26.76,24.47,26.49,"[25.3, 28.16, 30.08, 24.73, 26.02]",10,0
331st,Christopher,Caldwell,26.06,22.7,25.59,"['DNF', 22.7, 28.42, 24.76, 23.59]",9,1
332nd,Tonya,Molina,25.64,23.86,24.54,"[25.04, 24.68, 'DNF', 23.91, 23.86]",9,1
333rd,Joseph,Morton,25.71,23.95,25.33,"[25.55, 'DNF', 25.46, 23.95, 24.97]",9,1
334th,Benjamin,Bowen,26.48,23.9,26.47,"[23.9, 26.1, 28.57, 26.61, 26.69]",10,0
335th,Jaime,Sullivan,26.46,23.29,26.54,"[26.23, 28.28, 25.11, 28.29, 23.29]",10,0
336th,Lisa,Brady,26.17,24.46,25.53,"[25.79, 27.34, 24.46, 24.86, 25.93]",10,0
337th,James,Armstrong,26.82,23.75,26.39,"[25.45, 23.92, 29.79, 23.75, 31.86]",10,0
338th,Joshua,Dean,27.19,24.03,26.59,"[28.91, 26.09, 27.23, 26.46, 24.03]",10,0
339th,Carolyn,Fuentes,26.46,24.77,26.23,"[25.11, 26.94, 26.65, 24.77, 27.14]",10,0
340th,Ricardo,Flowers,27.86,25.07,26.66,"[26.1, 25.88, 29.13, 28.0, 25.07]",10,0
341st,Scott,Perry,27.04,22.71,26.67,"[24.43, 26.62, 24.76, 28.64, 29.63]",10,0
342nd,James,Martinez,24.94,20.97,23.07,"[23.97, 24.37, 20.97, 22.29, 22.96]",10,0
343rd,Ryan,Pitts,27.36,24.17,26.78,"[24.17, 28.45, 24.87, 29.2, 27.02]",10,0
344th,Elaine,Williams,26.61,24.12,26.76,"[27.53, 27.01, 26.24, 24.12, 27.04]",10,0
345th,Lori,Dixon,26.5,23.83,26.38,"[27.2, 25.66, 28.36, 26.28, 23.83]",10,0
346th,Elizabeth,Johnson,25.7,22.49,24.26,"[24.77, 22.49, 26.34, 25.02, 22.98]",10,0
347th,Jennifer,Sexton,26.64,24.09,26.53,"[28.64, 26.84, 24.96, 26.82, 25.94]",10,0
348th,Christina,Willis,26.04,23.07,25.76,"[23.07, 24.53, 27.95, 24.79, 'DNF']",9,1
349th,Melissa,Turner,26.09,23.44,24.67,"[23.44, 25.76, 23.71, 28.92, 24.53]",10,0
350th,Joshua,Figueroa,26.31,23.03,25.81,"[23.03, 28.69, 23.29, 26.85, 27.3]",10,0
351st,Jeffery,Solis,27.4,24.14,26.87,"[26.68, 31.64, 24.84, 26.92, 27.01]",10,0
352nd,Kayla,Malone,26.71,21.96,26.88,"[26.68, 26.93, 21.96, 27.78, 27.04]",9,1
353rd,Michael,Miller,26.63,24.65,25.83,"[25.15, 24.65, 26.5, 29.15, 25.83]",10,0
354th,Troy,Foster,26.22,22.03,26.5,"[22.03, 26.22, 27.63, 25.64, 29.64]",9,1
355th,David,Mitchell,26.0,23.35,26.09,"[23.35, 25.59, 26.51, 'DNF', 26.16]",8,2
356th,Kathleen,Ward,25.05,21.28,23.52,"[23.7, 21.28, 23.27, 25.6, 23.58]",10,0
357th,Daniel,Hoffman,26.36,23.92,25.92,"[27.55, 25.33, 23.92, 27.24, 25.18]",10,0
358th,Faith,Gonzalez,26.75,24.99,26.6,"[26.23, 26.05, 28.54, 26.71, 26.86]",9,1
359th,Sarah,Barron,26.78,24.36,26.29,"[25.1, 28.47, 26.54, 24.86, 27.22]",10,0
360th,Eric,Young,26.25,21.02,26.56,"[22.26, 29.36, 27.76, 26.76, 25.17]",10,0
361st,Colleen,Stewart,27.54,21.72,27.2,"[28.3, 26.5, 21.72, 27.94, 27.16]",10,0
362nd,Brittany,Carrillo,26.48,21.78,27.2,"[28.13, 27.02, 27.05, 21.78, 27.54]",10,0
363rd,Kimberly,Fisher,26.81,24.12,26.0,"[27.66, 30.64, 24.12, 25.24, 25.09]",10,0
364th,Julie,Miller,26.87,23.73,26.11,"[27.22, 24.43, 26.67, 23.73, 30.06]",10,0
365th,Jeremiah,Allen,27.25,23.27,27.24,"[24.52, 23.27, 28.35, 28.84, 29.74]",10,0
366th,Alexandria,Harris,27.58,25.22,27.29,"[25.22, 26.92, 27.96, 27.0, 'DNF']",9,1
367th,Justin,Anderson,27.76,25.4,27.33,"[28.21, 26.82, 26.96, 26.26, 28.44]",10,0
368th,Rebecca,Williams,27.24,25.74,27.13,"[25.74, 26.32, 28.51, 26.56, 28.86]",10,0
369th,Samuel,Gallagher,26.43,23.57,25.81,"[26.97, 27.32, 23.57, 23.86, 26.6]",10,0
370th,Ricardo,Henry,27.11,23.71,27.0,"[27.64, 30.88, 27.36, 23.71, 26.0]",10,0
371st,Chelsea,Johnston,26.82,25.36,26.2,"[25.79, 27.65, 26.14, 26.68, 25.36]",10,0
372nd,Bruce,Phillips,27.69,23.37,27.46,"[27.34, 23.37, 28.69, 31.4, 26.36]",10,0
373rd,Colin,Rojas,27.43,25.39,27.43,"[28.06, 28.98, 25.65, 26.07, 28.17]",10,0
374th,Renee,Rogers,26.09,23.49,24.74,"[24.17, 23.81, 23.49, 26.93, 26.25]",10,0
375th,Matthew,Romero,26.93,24.35,26.4,"[26.79, 24.35, 27.32, 28.63, 25.09]",10,0
376th,Robert,Roy,28.24,26.97,27.64,"[26.97, 28.66, 27.38, 27.04, 28.51]",10,0
377th,Wayne,Baker,27.55,26.38,27.1,"[27.91, 26.41, 27.09, 26.38, 27.79]",10,0
378th,Aimee,Stewart,27.66,25.74,27.68,"[27.95, 29.18, 28.52, 25.76, 26.58]",10,0
379th,Rickey,Murphy,27.48,24.66,27.49,"[27.91, 28.74, 26.81, 27.76, 24.97]",10,0
380th,Monica,Mack,28.12,23.31,27.79,"[25.31, 23.31, 29.29, 30.3, 28.77]",10,0
381st,Sergio,Ortiz,27.68,25.88,27.65,"[29.25, 27.54, 28.58, 26.83, 26.29]",10,0
382nd,Rhonda,Phillips,27.12,25.38,25.79,"[25.58, 27.6, 26.21, 25.38, 25.59]",10,0
383rd,Cynthia,Moyer,28.14,26.0,28.06,"[26.93, 30.55, 26.0, 28.5, 28.74]",10,0
384th,Alexander,Esparza,27.33,22.89,26.83,"[30.38, 26.41, 22.89, 27.31, 26.77]",10,0
385th,David,Johnson,28.54,26.43,28.23,"[26.43, 28.67, 28.45, 31.43, 27.56]",10,0
386th,David,Reeves,28.33,24.79,28.26,"[28.93, 28.37, 29.25, 27.49, 27.48]",10,0
387th,William,Peterson,28.53,25.78,28.29,"[29.07, 28.13, 27.66, 29.6, 27.23]",10,0
388th,Jack,Wilson,27.44,25.3,26.77,"[27.93, 25.35, 27.02, 26.86, 26.44]",10,0
389th,Pamela,Robinson,26.56,21.19,25.03,"[25.42, 24.77, 'DNF', 24.89, 21.19]",9,1
390th,Roger,Smith,28.7,26.78,28.16,"[28.8, 30.05, 28.35, 27.34, 26.78]",10,0
391st,Karen,Dickerson,28.74,25.42,28.28,"[29.89, 29.18, 26.4, 25.42, 29.26]",10,0
392nd,Carl,Sims,28.68,26.17,28.6,"[26.17, 31.24, 27.81, 29.37, 28.62]",9,1
393rd,Jose,Brooks,28.13,25.43,27.26,"[29.91, 25.43, 26.85, 25.91, 29.02]",10,0
394th,Kathleen,Compton,28.39,24.54,28.88,"['DNF', 24.54, 26.96, 29.69, 30.0]",9,1
395th,Brian,Braun,29.1,27.32,29.11,"[30.13, 27.32, 29.99, 29.49, 27.86]",10,0
396th,Veronica,Martinez,28.12,25.59,27.34,"[27.87, 28.61, 25.59, 26.66, 27.48]",9,1
397th,Lori,Sutton,27.72,22.71,27.6,"[29.53, 26.7, 22.71, 30.05, 26.57]",9,1
398th,Robert,Phillips,29.54,26.61,29.43,"[28.09, 29.91, 31.52, 30.29, 27.79]",10,0
399th,Gerald,Williams,28.64,24.73,28.67,"[28.27, 24.73, 29.84, 27.89, 'DNF']",9,1
400th,Jennifer,Mitchell,29.27,24.28,29.54,"[24.28, 31.81, 31.42, 30.07, 27.14]",10,0
401st,David,Stevens,28.68,22.96,28.88,"[28.93, 28.03, 31.26, 28.62, 29.1]",9,1
402nd,Paul,Hoffman,29.11,24.54,29.48,"['DNF', 27.87, 28.77, 24.54, 31.8]",9,1
403rd,Wendy,Oconnor,29.62,27.63,29.35,"[29.04, 30.57, 28.43, 27.71, 31.54]",10,0
404th,Larry,Gomez,28.9,25.61,28.41,"[28.9, 28.91, 27.41, 25.61, 30.45]",10,0
405th,William,Mccoy,28.76,26.68,28.13,"[27.3, 27.49, 28.67, 29.86, 28.23]",9,1
406th,Alex,Donaldson,29.74,26.61,30.34,"[26.94, 27.82, 32.84, 'DNF', 30.36]",9,1
407th,Dustin,Vega,30.5,28.79,30.35,"[30.31, 31.24, 29.42, 32.19, 29.51]",10,0
408th,Bonnie,Lee,29.6,26.71,28.52,"[29.57, 29.02, 26.71, 29.09, 27.46]",10,0
409th,Mary,Williams,30.18,25.98,28.63,"[27.44, 29.24, 25.98, 30.56, 29.21]",10,0
410th,Robert,Garza,33.38,29.44,33.28,"[33.77, 34.08, 31.63, 36.82, 32.0]",10,0
