The MoYu Louisville Cup
Best Single,13.96,Conor Evans,Best AO5,17.67,Tanya Lee,"[24.52, 15.11, 19.01, 15.53, 18.48]"
Rank,First Name,Last Name,Event AVG,Best Event Single,Best Event AO5,Times,Solves,DNFs
249th,John,Flores,24.69,21.11,25.16,"[24.4, 26.55, 26.85, 21.11, 24.52]",5,0
250th,Paul,Norris,24.9,20.96,25.19,"[22.84, 27.97, 20.96, 27.35, 25.38]",5,0
251st,Daniel,Wade,24.85,23.85,25.19,"[23.85, 25.2, 'DNF', 24.24, 26.13]",4,1
252nd,Sean,Moore,24.59,22.77,25.2,"[22.77, 25.59, 'DNF', 24.13, 25.88]",4,1
253rd,Anita,Butler,25.3,23.73,25.25,"[24.48, 26.97, 24.31, 23.73, 26.97]",5,0
254th,Ryan,Clark,24.73,20.55,25.26,"[27.3, 25.36, 25.65, 24.77, 20.55]",5,0
255th,Bonnie,Barrett,25.66,24.1,25.27,"[25.75, 24.49, 28.41, 25.56, 24.1]",5,0
256th,Kenneth,White,24.81,20.07,25.28,"[20.07, 25.14, 28.15, 26.15, 24.54]",5,0
257th,Nicole,Thompson,25.3,21.62,25.29,"[27.29, 28.98, 26.19, 21.62, 22.4]",5,0
258th,Michelle,Evans,25.18,24.85,25.29,"[24.85, 'DNF', 24.85, 25.34, 25.69]",4,1
259th,Peter,Fox,25.12,22.66,25.29,"[27.09, 24.73, 22.66, 24.09, 27.06]",5,0
260th,Joseph,Morton,24.98,23.95,25.33,"[25.55, 'DNF', 25.46, 23.95, 24.97]",4,1
261st,Andre,Collins,25.5,20.32,25.34,"[23.77, 31.12, 25.56, 26.7, 20.32]",5,0
262nd,Jennifer,Wyatt,25.45,23.98,25.37,"[24.74, 24.74, 26.62, 27.17, 23.98]",5,0
263rd,Lauren,Morrow,25.33,23.51,25.38,"[25.07, 25.64, 23.51, 26.97, 25.44]",5,0
264th,Jason,Webster,25.56,23.76,25.39,"[23.76, 26.58, 25.46, 27.86, 24.12]",5,0
265th,Megan,Harris,25.16,22.42,25.41,"[25.06, 22.42, 24.61, 26.55, 27.14]",5,0
266th,Lindsay,Reeves,26.07,24.33,25.45,"[26.36, 24.33, 24.55, 25.44, 29.65]",5,0
267th,Lindsay,Harris,25.06,22.04,25.46,"[24.68, 22.04, 26.86, 26.02, 25.68]",5,0
268th,David,Cook,24.93,23.27,25.48,"['DNF', 28.26, 24.74, 23.43, 23.27]",4,1
269th,Daniel,Espinoza,25.2,23.21,25.48,"[26.07, 23.21, 26.33, 24.18, 26.2]",5,0
270th,Lisa,Brady,25.67,24.46,25.53,"[25.79, 27.34, 24.46, 24.86, 25.93]",5,0
271st,Brandon,Rodriguez,25.38,23.36,25.57,"[26.81, 23.36, 25.1, 25.4, 26.22]",5,0
272nd,David,Nichols,25.07,23.5,25.58,"['DNF', 23.5, 26.02, 24.09, 26.64]",4,1
273rd,John,Oconnor,25.06,21.35,25.58,"[27.22, 24.04, 26.51, 21.35, 26.19]",5,0
274th,Christopher,Caldwell,24.87,22.7,25.59,"['DNF', 22.7, 28.42, 24.76, 23.59]",4,1
275th,April,Williams,25.32,22.88,25.61,"[26.02, 25.64, 26.9, 25.16, 22.88]",5,0
276th,Susan,Page,25.68,23.51,25.61,"[23.51, 24.26, 25.43, 28.06, 27.15]",5,0
277th,Rebecca,Gonzalez,25.55,24.71,25.63,"[25.84, 25.21, 24.71, 25.85, 26.13]",5,0
278th,John,Tucker,25.75,24.07,25.64,"[25.41, 24.08, 24.07, 27.42, 27.74]",5,0
279th,Amanda,Scott,24.74,21.8,25.72,"[23.97, 'DNF', 28.5, 21.8, 24.7]",4,1
280th,Derek,Butler,25.77,22.08,25.72,"[22.08, 29.63, 26.83, 26.07, 24.25]",5,0
281st,Debra,Martin,25.73,25.19,25.73,"[25.2, 25.19, 26.03, 26.28, 25.95]",5,0
282nd,Christina,Willis,25.08,23.07,25.76,"[23.07, 24.53, 27.95, 24.79, 'DNF']",4,1
283rd,Anna,Valenzuela,25.36,20.98,25.77,"[27.83, 28.51, 23.94, 25.53, 20.98]",5,0
284th,Diane,White,25.67,23.57,25.77,"[25.74, 24.91, 23.57, 26.67, 27.46]",5,0
285th,Rhonda,Phillips,26.07,25.38,25.79,"[25.58, 27.6, 26.21, 25.38, 25.59]",5,0
286th,Joshua,Figueroa,25.83,23.03,25.81,"[23.03, 28.69, 23.29, 26.85, 27.3]",5,0
287th,Samuel,Gallagher,25.66,23.57,25.81,"[26.97, 27.32, 23.57, 23.86, 26.6]",5,0
288th,Michael,Miller,26.25,24.65,25.83,"[25.15, 24.65, 26.5, 29.15, 25.83]",5,0
289th,Brian,Daniel,25.8,22.63,25.84,"[25.38, 24.83, 27.3, 28.89, 22.63]",5,0
290th,Amber,Aguilar,25.55,24.64,25.85,"['DNF', 24.64, 25.1, 27.03, 25.43]",4,1
291st,Christopher,White,25.9,23.04,25.9,"[27.31, 26.58, 23.04, 28.72, 23.8]",5,0
292nd,Cody,Howard,25.8,22.08,25.91,"[22.08, 28.08, 23.82, 25.82, 29.22]",5,0
293rd,Daniel,Hoffman,25.84,23.92,25.92,"[27.55, 25.33, 23.92, 27.24, 25.18]",5,0
294th,Jeanne,Zimmerman,25.29,23.34,25.94,"['DNF', 24.24, 27.48, 26.11, 23.34]",4,1
295th,Ronald,Ward,25.37,23.69,25.94,"[27.65, 'DNF', 23.69, 25.29, 24.87]",4,1
296th,Barry,Lewis,25.07,22.39,25.95,"['DNF', 25.94, 27.71, 24.21, 22.39]",4,1
297th,Michael,Thompson,25.59,24.52,25.95,"[24.52, 27.36, 'DNF', 25.28, 25.2]",4,1
298th,Steven,Meyer,25.89,24.75,25.97,"[25.43, 26.16, 26.31, 26.78, 24.75]",5,0
299th,Patricia,Tyler,25.8,24.6,25.97,"[24.6, 26.48, 25.74, 25.9, 26.26]",5,0
300th,Jennifer,Fuller,26.03,23.81,25.99,"[28.35, 24.21, 26.5, 23.81, 27.27]",5,0
301st,Kimberly,Fisher,26.55,24.12,26.0,"[27.66, 30.64, 24.12, 25.24, 25.09]",5,0
302nd,Christian,Fleming,26.04,24.02,26.0,"[26.86, 25.97, 25.17, 28.22, 24.02]",5,0
303rd,Justin,Santana,25.7,20.83,26.03,"[29.59, 25.63, 20.83, 23.3, 29.15]",5,0
304th,Joshua,Shields,26.18,23.49,26.04,"[26.66, 26.37, 23.49, 29.25, 25.08]",5,0
305th,Emily,Kim,25.49,21.39,26.05,"[25.2, 26.19, 26.75, 27.93, 21.39]",5,0
306th,Tom,Harris,26.07,24.76,26.05,"[26.11, 27.47, 24.76, 26.52, 25.51]",5,0
307th,Kyle,Alvarez,26.09,23.19,26.09,"[29.0, 24.29, 25.54, 28.45, 23.19]",5,0
308th,David,Mitchell,25.4,23.35,26.09,"[23.35, 25.59, 26.51, 'DNF', 26.16]",4,1
309th,Stacy,Dodson,25.53,23.78,26.11,"[26.07, 25.67, 26.59, 23.78, 'DNF']",4,1
310th,Julie,Miller,26.42,23.73,26.11,"[27.22, 24.43, 26.67, 23.73, 30.06]",5,0
311th,Chad,Fisher,25.83,24.03,26.14,"[24.03, 26.51, 26.33, 26.72, 25.59]",5,0
312th,Cynthia,Hartman,25.67,23.43,26.14,"[26.27, 26.51, 26.43, 25.71, 23.43]",5,0
313th,Kimberly,Sawyer,26.08,23.94,26.19,"[27.92, 25.65, 27.37, 25.55, 23.94]",5,0
314th,Aaron,Maxwell,26.44,24.63,26.2,"[25.6, 25.52, 28.94, 24.63, 27.49]",5,0
315th,Chelsea,Johnston,26.33,25.36,26.2,"[25.79, 27.65, 26.14, 26.68, 25.36]",5,0
316th,Tyler,Mcdaniel,26.19,24.36,26.22,"[27.05, 25.82, 27.91, 24.36, 25.78]",5,0
317th,Carolyn,Fuentes,26.12,24.77,26.23,"[25.11, 26.94, 26.65, 24.77, 27.14]",5,0
318th,Frank,Herrera,26.25,25.13,26.23,"[25.13, 26.38, 27.12, 27.46, 25.19]",5,0
319th,Joseph,Clark,26.35,23.49,26.26,"[29.5, 27.9, 26.35, 24.53, 23.49]",5,0
320th,Krystal,Smith,26.28,23.94,26.28,"[28.59, 25.35, 27.11, 23.94, 26.38]",5,0
321st,Sarah,Barron,26.44,24.86,26.29,"[25.1, 28.47, 26.54, 24.86, 27.22]",5,0
322nd,Lori,Dixon,26.26,23.83,26.38,"[27.2, 25.66, 28.36, 26.28, 23.83]",5,0
323rd,James,Armstrong,26.96,23.75,26.39,"[25.45, 23.92, 29.79, 23.75, 31.86]",5,0
324th,Lee,Nicholson,26.47,25.55,26.4,"[27.64, 25.55, 26.62, 27.0, 25.57]",5,0
325th,Matthew,Romero,26.43,24.35,26.4,"[26.79, 24.35, 27.32, 28.63, 25.09]",5,0
326th,Anthony,Holmes,26.21,24.05,26.44,"[24.05, 27.22, 27.69, 25.84, 26.26]",5,0
327th,Derrick,Collins,26.13,23.99,26.44,"[25.2, 27.34, 23.99, 27.24, 26.89]",5,0
328th,Kimberly,Roberts,26.08,22.26,26.44,"[27.26, 27.04, 28.81, 25.03, 22.26]",5,0
329th,Benjamin,Bowen,26.38,23.9,26.47,"[23.9, 26.1, 28.57, 26.61, 26.69]",5,0
330th,Paula,Mcgee,26.28,22.43,26.47,"[26.0, 26.15, 27.27, 29.55, 22.43]",5,0
331st,Troy,Foster,26.23,22.03,26.5,"[22.03, 26.22, 27.63, 25.64, 29.64]",5,0
332nd,Jeff,Miller,26.34,25.03,26.51,"[27.09, 25.61, 26.88, 25.03, 27.05]",5,0
333rd,Jennifer,Sexton,26.64,24.96,26.53,"[28.64, 26.84, 24.96, 26.82, 25.94]",5,0
334th,Kimberly,Graves,26.26,24.76,26.54,"[24.76, 26.71, 26.94, 26.11, 26.81]",5,0
335th,Eric,Young,26.27,22.26,26.56,"[22.26, 29.36, 27.76, 26.76, 25.17]",5,0
336th,Ana,Mitchell,26.45,24.07,26.57,"[24.07, 25.3, 28.47, 28.33, 26.08]",5,0
337th,Faith,Gonzalez,26.88,26.05,26.6,"[26.23, 26.05, 28.54, 26.71, 26.86]",5,0
338th,Amy,Allen,26.49,24.82,26.62,"[26.23, 25.84, 24.82, 27.8, 27.79]",5,0
339th,James,Dunn,26.38,23.99,26.66,"[26.79, 23.99, 26.64, 27.92, 26.56]",5,0
340th,Julie,Hall,26.44,23.95,26.67,"[25.81, 28.25, 25.99, 28.22, 23.95]",5,0
341st,Daniel,Reyes,26.65,24.47,26.74,"[24.47, 28.55, 28.07, 27.17, 24.97]",5,0
342nd,Elaine,Williams,26.39,24.12,26.76,"[27.53, 27.01, 26.24, 24.12, 27.04]",5,0
343rd,Jack,Wilson,26.72,25.35,26.77,"[27.93, 25.35, 27.02, 26.86, 26.44]",5,0
344th,James,Stanton,26.59,23.8,26.77,"[26.04, 27.77, 28.8, 23.8, 26.5]",5,0
345th,Tyler,Roach,26.37,23.23,26.78,"[26.93, 28.27, 23.23, 25.29, 28.12]",5,0
346th,Patrick,Taylor,26.94,26.23,26.79,"[27.08, 28.11, 26.23, 26.88, 26.4]",5,0
347th,Samuel,Moore,26.49,22.91,26.8,"[28.76, 23.61, 22.91, 29.15, 28.02]",5,0
348th,Matthew,Gutierrez,26.97,25.93,26.83,"[26.09, 28.21, 26.2, 25.93, 28.45]",5,0
349th,Alexander,Esparza,26.75,22.89,26.83,"[30.38, 26.41, 22.89, 27.31, 26.77]",5,0
350th,Christy,Gallegos,26.72,24.74,26.85,"[28.29, 26.22, 27.34, 26.99, 24.74]",5,0
351st,Jaime,Sullivan,26.69,25.25,26.86,"[27.66, 25.33, 27.63, 27.61, 25.25]",5,0
352nd,Taylor,Martinez,26.68,26.12,26.87,"[26.28, 26.12, 'DNF', 26.4, 27.92]",4,1
353rd,John,Fisher,26.72,24.75,26.9,"[27.76, 24.75, 26.47, 28.12, 26.47]",5,0
354th,Richard,Brown,26.24,22.16,26.99,"[27.37, 28.08, 22.16, 26.23, 27.38]",5,0
355th,Ricardo,Henry,27.12,23.71,27.0,"[27.64, 30.88, 27.36, 23.71, 26.0]",5,0
356th,Hailey,Woods,26.5,22.84,27.04,"[28.52, 27.52, 28.4, 25.21, 22.84]",5,0
357th,Wayne,Baker,27.12,26.38,27.1,"[27.91, 26.41, 27.09, 26.38, 27.79]",5,0
358th,Rebecca,Williams,27.2,25.74,27.13,"[25.74, 26.32, 28.51, 26.56, 28.86]",5,0
359th,Brittany,Carrillo,26.64,23.52,27.22,"[27.31, 26.5, 23.52, 28.03, 27.85]",5,0
360th,Jose,Brooks,27.43,25.43,27.26,"[29.91, 25.43, 26.85, 25.91, 29.02]",5,0
361st,Veronica,Martinez,27.24,25.59,27.34,"[27.87, 28.61, 25.59, 26.66, 27.48]",5,0
362nd,Colin,Rojas,27.39,25.65,27.43,"[28.06, 28.98, 25.65, 26.07, 28.17]",5,0
363rd,Rickey,Murphy,27.24,24.97,27.49,"[27.91, 28.74, 26.81, 27.76, 24.97]",5,0
364th,Tina,Mcfarland,27.62,26.56,27.49,"[26.56, 29.07, 27.27, 26.68, 28.52]",5,0
365th,Alexandria,Harris,28.23,26.58,27.58,"[31.83, 27.09, 28.31, 26.58, 27.35]",5,0
366th,Steve,Moore,26.86,24.65,27.59,"[24.65, 'DNF', 26.7, 28.0, 28.08]",4,1
367th,Lori,Sutton,27.11,22.71,27.6,"[29.53, 26.7, 22.71, 30.05, 26.57]",5,0
368th,Jeffery,Solis,27.38,24.14,27.61,"[24.14, 29.0, 27.78, 26.05, 29.94]",5,0
369th,Sergio,Ortiz,27.69,26.29,27.65,"[29.25, 27.54, 28.58, 26.83, 26.29]",5,0
370th,Joshua,Dean,27.85,25.85,27.7,"[26.2, 28.44, 25.85, 30.33, 28.46]",5,0
371st,Jeremy,Ferguson,27.32,23.86,27.71,"[26.38, 27.82, 28.93, 29.58, 23.86]",5,0
372nd,Bruce,Phillips,27.96,24.51,27.73,"[28.99, 32.09, 24.51, 26.93, 27.26]",5,0
373rd,Ryan,Pitts,27.97,26.84,27.76,"[26.84, 27.26, 27.26, 28.77, 29.71]",5,0
374th,Nicholas,Smith,27.28,23.6,27.78,"[23.6, 27.51, 29.5, 28.08, 27.74]",5,0
375th,Nicole,Hendricks,27.68,23.82,27.86,"[24.21, 29.33, 23.82, 30.04, 30.98]",5,0
376th,Madison,Harris,27.25,23.83,27.89,"[28.46, 23.83, 28.25, 28.78, 26.96]",5,0
377th,Jeremiah,Allen,27.56,25.07,27.9,"[29.03, 27.06, 28.96, 25.07, 27.67]",5,0
378th,Scott,Perry,27.25,22.71,27.92,"[29.8, 27.9, 22.71, 29.17, 26.7]",5,0
379th,Colleen,Stewart,28.74,25.69,27.94,"[29.66, 25.69, 26.37, 27.79, 34.2]",5,0
380th,Aimee,Stewart,27.72,25.74,28.09,"[27.61, 28.29, 28.38, 28.56, 25.74]",5,0
381st,William,Mccoy,28.31,27.3,28.13,"[27.3, 27.49, 28.67, 29.86, 28.23]",5,0
382nd,Roger,Smith,28.27,26.78,28.16,"[28.8, 30.05, 28.35, 27.34, 26.78]",5,0
383rd,Carol,Cook,28.12,26.38,28.17,"[28.07, 26.38, 28.3, 28.13, 29.71]",5,0
384th,Kayla,Malone,27.51,25.49,28.19,"[29.38, 25.49, 'DNF', 28.03, 27.15]",4,1
385th,Justin,Anderson,28.18,25.4,28.24,"[29.48, 26.93, 28.32, 30.75, 25.4]",5,0
386th,David,Johnson,28.58,27.05,28.28,"[28.04, 28.44, 31.0, 28.37, 27.05]",5,0
387th,Karen,Dickerson,28.03,25.42,28.28,"[29.89, 29.18, 26.4, 25.42, 29.26]",5,0
388th,Cynthia,Moyer,28.14,26.73,28.31,"[26.73, 27.9, 28.35, 29.07, 28.68]",5,0
389th,Larry,Gomez,28.26,25.61,28.41,"[28.9, 28.91, 27.41, 25.61, 30.45]",5,0
390th,Amanda,Thomas,28.09,25.76,28.42,"[29.4, 28.67, 25.76, 28.41, 28.19]",5,0
391st,David,Reeves,28.35,24.79,28.48,"[28.52, 31.54, 27.4, 29.53, 24.79]",5,0
392nd,Bonnie,Lee,28.37,26.71,28.52,"[29.57, 29.02, 26.71, 29.09, 27.46]",5,0
393rd,Carl,Sims,28.64,26.17,28.6,"[26.17, 31.24, 27.81, 29.37, 28.62]",5,0
394th,Mary,Williams,28.48,25.98,28.63,"[27.44, 29.24, 25.98, 30.56, 29.21]",5,0
395th,William,Peterson,28.71,25.78,28.64,"[30.12, 25.78, 27.69, 31.85, 28.12]",5,0
396th,Gerald,Williams,27.68,24.73,28.67,"[28.27, 24.73, 29.84, 27.89, 'DNF']",4,1
397th,Kayla,Bean,28.87,27.4,28.82,"[28.54, 29.56, 30.5, 28.36, 27.4]",5,0
398th,Ricardo,Flowers,28.89,27.65,28.82,"[28.85, 28.82, 30.31, 28.79, 27.65]",5,0
399th,Kathleen,Compton,27.79,24.54,28.88,"['DNF', 24.54, 26.96, 29.69, 30.0]",4,1
400th,David,Stevens,29.19,28.03,28.88,"[28.93, 28.03, 31.26, 28.62, 29.1]",5,0
401st,Robert,Roy,28.77,27.88,28.93,"[29.14, 28.59, 27.88, 29.16, 29.06]",5,0
402nd,Brian,Braun,28.96,27.32,29.11,"[30.13, 27.32, 29.99, 29.49, 27.86]",5,0
403rd,Monica,Mack,28.85,26.05,29.3,"[26.05, 28.91, 30.31, 28.67, 30.34]",5,0
404th,Wendy,Oconnor,29.45,27.71,29.35,"[29.04, 30.57, 28.43, 27.71, 31.54]",5,0
405th,Paul,Hoffman,28.24,24.54,29.48,"['DNF', 27.87, 28.77, 24.54, 31.8]",4,1
406th,Jennifer,Mitchell,28.95,24.28,29.54,"[24.28, 31.81, 31.42, 30.07, 27.14]",5,0
407th,Robert,Phillips,29.56,26.61,29.74,"[29.47, 31.99, 31.54, 28.22, 26.61]",5,0
408th,Dustin,Vega,30.46,28.79,30.43,"[32.26, 28.79, 29.34, 31.19, 30.76]",5,0
409th,Alex,Donaldson,29.94,26.61,30.64,"[26.61, 30.59, 31.07, 30.27, 31.17]",5,0
410th,Robert,Garza,33.09,29.44,33.76,"[33.62, 34.74, 29.44, 33.84, 33.82]",5,0
