The Manchester Big Double
Best Single,13.51,Tanya Lee,Best AO5,17.57,Robert Young,"['DNF', 13.83, 18.55, 18.42, 15.73]"
Rank,First Name,Last Name,Event AVG,Best Event Single,Best Event AO5,Times,Solves,DNFs
249th,James,Dunn,25.36,22.57,25.11,"[25.28, 27.51, 24.38, 25.66, 22.57]",10,0
250th,Tyler,Jennings,25.03,19.92,24.96,"[26.35, 28.77, 19.92, 24.94, 23.59]",10,0
251st,Joseph,Morton,25.5,22.39,25.17,"[25.67, 25.49, 24.96, 22.39, 25.05]",10,0
252nd,Tracy,Snyder,24.03,20.24,23.57,"[20.24, 23.5, 24.99, 22.21, 26.67]",10,0
253rd,Daniel,Espinoza,25.52,22.05,25.22,"[24.32, 24.18, 23.88, 27.41, 27.17]",10,0
254th,Jordan,Chavez,24.92,19.82,24.97,"[22.31, 26.68, 25.44, 23.99, 25.49]",10,0
255th,Jeffrey,Turner,26.03,21.49,25.23,"[26.7, 26.08, 25.18, 24.42, 21.49]",10,0
256th,Kenneth,White,26.16,21.89,25.24,"[25.4, 25.16, 25.16, 31.41, 23.18]",10,0
257th,Kathleen,Nguyen,25.63,23.0,25.27,"[26.51, 23.0, 30.46, 23.18, 26.11]",10,0
258th,Samuel,Moore,25.4,23.05,25.28,"[24.88, 26.19, 24.76, 23.05, 26.76]",10,0
259th,James,Martinez,24.45,21.9,24.0,"[23.88, 27.97, 22.3, 24.1, 24.03]",9,1
260th,Michael,Woodward,25.12,22.22,25.04,"[25.53, 25.62, 25.02, 23.41, 24.58]",10,0
261st,Anita,Butler,25.6,22.84,25.33,"[24.84, 27.1, 25.96, 25.18, 22.84]",10,0
262nd,Nicole,Hendricks,25.49,22.77,25.23,"[22.77, 24.72, 25.1, 25.88, 29.6]",10,0
263rd,Barry,Lewis,24.8,21.6,24.02,"[23.71, 23.25, 28.63, 21.6, 25.1]",10,0
264th,Sarah,Riggs,24.39,22.38,23.44,"[22.38, 24.05, 25.02, 22.58, 23.69]",10,0
265th,Kimberly,Sawyer,26.0,23.15,25.36,"[25.82, 28.48, 24.14, 25.91, 24.35]",10,0
266th,Hailey,Woods,24.46,20.37,24.75,"[24.61, 25.71, 23.94, 25.72, 20.37]",9,1
267th,Derrick,Collins,26.23,22.93,25.38,"[27.54, 25.34, 24.61, 22.93, 26.18]",10,0
268th,Ashley,Hamilton,24.9,20.7,25.27,"[25.76, 23.73, 26.32, 22.07, 27.94]",10,0
269th,Anthony,Elliott,24.51,21.93,24.59,"[25.12, 24.16, 22.75, 25.91, 24.49]",9,1
270th,Anna,Valenzuela,25.27,23.03,24.67,"[28.65, 23.73, 25.1, 25.18, 23.39]",10,0
271st,Stephanie,Robinson,25.08,22.81,24.91,"[27.38, 26.15, 22.81, 24.96, 23.62]",10,0
272nd,Tyler,Mcdaniel,25.48,23.91,25.47,"[26.0, 26.29, 28.08, 23.91, 24.11]",10,0
273rd,Patricia,Tyler,25.47,22.67,24.9,"[25.72, 22.67, 23.81, 30.39, 25.17]",10,0
274th,Christina,Willis,24.66,21.67,24.07,"[21.67, 25.69, 23.93, 23.22, 25.06]",10,0
275th,David,Mcgee,25.69,21.68,25.57,"[21.68, 27.23, 24.07, 25.42, 27.75]",10,0
276th,Amber,Aguilar,25.32,23.5,24.83,"[23.85, 23.61, 23.5, 27.04, 28.59]",10,0
277th,April,Williams,25.2,22.19,24.62,"[22.19, 25.76, 24.61, 28.66, 23.48]",10,0
278th,Michael,Davis,24.98,20.13,24.52,"[27.56, 20.13, 28.81, 25.25, 20.74]",10,0
279th,Edward,Johnson,24.91,22.85,24.48,"[25.81, 25.26, 23.41, 24.78, 22.85]",10,0
280th,Rebecca,Palmer,25.62,22.77,25.64,"[28.1, 24.26, 25.72, 24.59, 26.61]",10,0
281st,Rickey,Murphy,26.6,24.4,25.69,"[27.31, 26.98, 24.95, 24.4, 25.15]",10,0
282nd,Melissa,Mason,25.05,20.94,24.32,"[27.63, 22.98, 28.0, 20.94, 22.34]",10,0
283rd,Eric,Young,26.12,22.55,25.72,"['DNF', 22.55, 26.95, 23.67, 26.53]",9,1
284th,Debra,Martin,24.85,22.6,23.75,"[22.6, 24.44, 23.66, 23.15, 25.68]",10,0
285th,Ricardo,Flowers,26.38,24.44,25.73,"[24.66, 25.21, 24.7, 27.28, 29.18]",10,0
286th,Carol,Cook,26.74,21.98,25.73,"[21.98, 24.27, 27.13, 25.78, 29.36]",9,1
287th,Christopher,White,25.43,23.72,25.25,"[23.72, 25.23, 24.79, 26.38, 25.73]",10,0
288th,Joshua,Figueroa,26.48,23.88,25.77,"[24.62, 25.9, 23.88, 27.26, 26.8]",10,0
289th,Kyle,Alvarez,26.69,24.03,25.78,"[24.93, 25.04, 26.1, 29.31, 26.21]",10,0
290th,Paula,Mcgee,26.67,23.73,25.78,"[24.67, 27.55, 25.13, 23.73, 29.0]",10,0
291st,Matthew,Mendoza,25.95,23.6,25.8,"[27.08, 25.53, 25.29, 26.57, 23.6]",10,0
292nd,Krystal,Smith,25.66,23.78,25.74,"[26.91, 25.01, 26.05, 23.78, 26.17]",10,0
293rd,Taylor,Martinez,26.75,23.34,25.81,"[25.9, 28.69, 24.55, 26.97, 23.34]",10,0
294th,Samuel,Gallagher,26.97,22.69,25.81,"[28.29, 24.18, 27.25, 26.01, 22.69]",10,0
295th,Sarah,Barron,26.85,23.91,25.82,"[24.85, 29.81, 26.92, 25.69, 24.7]",10,0
296th,Steve,Moore,25.94,22.5,25.85,"[25.52, 27.93, 25.21, 26.83, 24.85]",10,0
297th,Amanda,Thomas,26.29,23.86,25.95,"[27.54, 25.3, 25.58, 23.86, 26.96]",10,0
298th,Emily,Kim,25.83,19.72,25.97,"[22.46, 28.51, 26.94, 19.72, 29.22]",10,0
299th,Renee,Rogers,25.11,21.8,25.36,"[26.19, 'DNF', 22.45, 27.45, 21.8]",9,1
300th,Cynthia,Moyer,26.93,23.67,25.98,"[25.34, 23.67, 28.6, 27.93, 24.67]",10,0
301st,Jose,Campbell,25.43,22.47,25.88,"[25.83, 25.37, 26.94, 23.8, 26.43]",9,1
302nd,Jaime,Sullivan,26.17,24.1,26.07,"[25.69, 26.75, 24.1, 25.84, 26.69]",10,0
303rd,John,Fisher,25.7,22.71,25.56,"[25.91, 26.71, 25.38, 25.38, 24.5]",10,0
304th,Justin,Anderson,26.31,24.39,25.95,"[25.18, 26.19, 25.7, 25.95, 27.31]",10,0
305th,Benjamin,Bowen,25.57,23.0,25.51,"[26.6, 26.04, 25.37, 25.12, 23.0]",10,0
306th,Yvonne,Ross,25.36,22.21,25.15,"[25.26, 27.43, 22.21, 24.41, 25.78]",10,0
307th,Alexander,Esparza,26.6,23.27,26.15,"[28.62, 27.03, 25.03, 25.92, 25.51]",10,0
308th,Patrick,Taylor,25.91,23.58,26.16,"[26.46, 27.55, 27.5, 24.51, 23.58]",10,0
309th,Amy,Allen,26.13,21.52,26.23,"[28.2, 25.39, 26.71, 26.21, 25.77]",10,0
310th,Jeremy,Ferguson,26.97,21.89,26.24,"[21.89, 24.31, 25.15, 30.6, 29.25]",10,0
311th,Troy,Foster,27.06,24.08,26.24,"[24.97, 24.08, 28.75, 26.43, 27.32]",10,0
312th,Maxwell,Miller,25.53,22.3,24.24,"[22.53, 24.49, 28.81, 22.3, 25.7]",10,0
313th,Matthew,Gutierrez,25.95,23.59,25.88,"[23.59, 26.74, 25.92, 27.98, 24.97]",9,1
314th,Larry,Gomez,26.57,21.55,26.32,"[21.55, 29.79, 24.53, 26.4, 28.03]",10,0
315th,Kristi,Reeves,25.3,21.78,24.72,"[23.12, 24.66, 26.31, 23.84, 25.67]",10,0
316th,James,Stanton,25.96,21.93,26.14,"[26.64, 25.72, 26.05, 24.14, 28.63]",10,0
317th,Lauren,Morrow,25.04,22.44,24.18,"[24.78, 23.35, 23.42, 25.03, 24.35]",10,0
318th,Michael,Miller,26.38,23.93,25.73,"[28.29, 23.93, 24.95, 23.96, 29.9]",10,0
319th,Natasha,Williams,25.26,22.4,24.45,"[22.67, 25.09, 25.6, 25.85, 22.4]",10,0
320th,Christian,Fleming,26.53,23.38,26.42,"[24.85, 26.53, 26.55, 28.76, 26.19]",10,0
321st,Joshua,Dean,26.44,24.42,26.43,"[26.9, 25.85, 27.79, 26.33, 26.05]",9,1
322nd,Lisa,Brady,26.54,23.64,26.48,"[27.4, 27.94, 26.42, 25.63, 23.89]",10,0
323rd,Lori,Dixon,25.88,23.56,25.44,"[24.82, 28.37, 26.24, 25.25, 23.56]",9,1
324th,Aaron,Maxwell,25.99,22.65,25.8,"[27.11, 27.59, 26.01, 22.65, 24.29]",10,0
325th,Rhonda,Phillips,26.63,24.54,26.55,"[27.19, 25.98, 26.8, 24.54, 26.88]",10,0
326th,Tiffany,Perez,25.93,22.55,26.15,"[26.32, 26.89, 27.82, 22.55, 25.23]",10,0
327th,Rebecca,Williams,26.36,24.06,26.28,"[27.01, 27.52, 25.81, 24.9, 26.02]",10,0
328th,Heidi,Grant,25.79,22.43,25.65,"[27.74, 22.43, 24.84, 24.36, 28.5]",10,0
329th,Madison,Harris,26.06,24.69,25.33,"[25.95, 27.28, 25.22, 24.82, 24.69]",10,0
330th,Beth,Barry,26.0,21.73,25.6,"[25.44, 23.89, 21.73, 27.77, 27.47]",10,0
331st,Ryan,Pitts,26.9,24.12,26.61,"[25.59, 26.55, 27.7, 24.12, 31.85]",10,0
332nd,Colin,Rojas,25.9,22.44,25.21,"[24.63, 29.1, 23.4, 25.59, 25.41]",10,0
333rd,Peter,Fox,26.04,23.83,25.66,"[25.81, 24.78, 26.02, 25.16, 26.11]",10,0
334th,Rebekah,Williams,25.43,22.57,24.48,"[24.26, 24.21, 24.0, 25.42, 24.98]",10,0
335th,James,Armstrong,27.1,24.31,26.7,"[27.93, 26.07, 26.32, 27.25, 26.54]",10,0
336th,Chelsea,Johnston,26.98,25.03,26.72,"[26.31, 27.45, 26.39, 25.03, 27.45]",10,0
337th,Michael,Thompson,26.27,21.81,26.75,"[24.45, 27.71, 28.49, 23.82, 28.08]",8,2
338th,Bruce,Phillips,27.18,23.92,26.76,"[26.83, 'DNF', 23.92, 27.59, 25.86]",9,1
339th,Donna,Adams,25.87,22.67,25.71,"[25.1, 25.74, 28.52, 22.67, 26.3]",9,1
340th,Julie,Miller,26.2,23.31,26.55,"[26.69, 27.25, 24.54, 'DNF', 25.71]",9,1
341st,David,Lee,26.93,25.17,26.83,"[29.61, 25.17, 27.49, 25.53, 27.48]",10,0
342nd,Jennifer,Sexton,26.82,22.92,26.85,"[26.61, 28.26, 27.55, 26.4, 22.92]",10,0
343rd,Anthony,Holmes,26.5,23.33,26.84,"[25.88, 'DNF', 26.29, 28.34, 25.37]",9,1
344th,Elaine,Williams,26.91,25.68,26.87,"[27.87, 28.04, 26.01, 26.74, 25.68]",10,0
345th,Lori,Sutton,26.92,23.73,26.08,"[25.89, 24.47, 27.89, 23.73, 30.77]",10,0
346th,Robert,Blanchard,26.29,23.55,25.85,"[26.22, 26.48, 26.66, 24.84, 24.45]",10,0
347th,Wayne,Baker,26.71,21.57,27.03,"[28.32, 25.55, 21.57, 27.23, 29.6]",10,0
348th,Cody,Howard,25.87,22.89,25.03,"[27.27, 22.89, 25.92, 23.4, 25.76]",10,0
349th,Brandon,Rodriguez,26.75,25.41,26.26,"[26.97, 25.41, 27.73, 25.69, 26.12]",10,0
350th,Alexandria,Harris,26.77,24.45,26.38,"[29.07, 25.36, 24.94, 26.85, 26.94]",10,0
351st,Kayla,Bean,27.02,23.59,27.1,"[27.43, 27.38, 29.17, 26.48, 23.59]",10,0
352nd,Julie,Hall,26.73,23.5,26.58,"[28.09, 27.92, 26.27, 25.55, 25.32]",10,0
353rd,Kimberly,Fisher,26.63,23.38,26.88,"[25.29, 26.59, 'DNF', 23.38, 28.75]",9,1
354th,Scott,Perry,27.78,23.67,27.11,"[27.53, 32.13, 26.87, 23.67, 26.94]",10,0
355th,Jeanne,Zimmerman,27.64,20.91,27.16,"[26.44, 20.91, 31.22, 29.45, 25.58]",10,0
356th,Brian,Daniel,25.89,22.52,25.83,"[25.9, 25.72, 25.87, 24.81, 26.69]",9,1
357th,Daniel,Hoffman,27.38,23.8,27.18,"[25.42, 29.69, 23.8, 26.89, 29.23]",10,0
358th,Brandon,Martinez,25.71,21.46,25.77,"[26.75, 26.03, 25.38, 25.89, 21.46]",9,1
359th,Nicholas,Smith,26.83,23.82,26.24,"[30.38, 25.47, 29.36, 23.9, 23.82]",10,0
360th,Ian,Campbell,26.15,21.37,26.07,"[26.33, 24.45, 27.43, 28.22, 21.37]",10,0
361st,Frank,Herrera,26.41,22.17,26.38,"[25.28, 22.17, 28.36, 29.15, 25.49]",9,1
362nd,Susan,Page,25.58,21.34,24.82,"[24.83, 26.74, 22.89, 26.56, 23.08]",10,0
363rd,Lee,Nicholson,27.59,22.73,27.29,"[27.53, 30.09, 22.73, 28.0, 26.33]",10,0
364th,Ricardo,Henry,27.61,24.52,27.37,"[24.52, 29.28, 29.29, 25.32, 27.52]",10,0
365th,Jonathan,Howe,26.39,22.59,25.93,"[26.42, 26.93, 26.66, 24.71, 22.59]",10,0
366th,Diane,White,26.24,22.18,26.11,"[27.19, 25.34, 27.31, 22.37, 25.81]",10,0
367th,Carolyn,Fuentes,27.38,24.22,27.45,"[27.9, 26.97, 24.22, 27.47, 29.11]",9,1
368th,Jeffery,Solis,27.81,25.62,27.46,"[30.93, 25.62, 29.35, 26.5, 26.54]",10,0
369th,Robert,Roy,28.12,26.4,27.47,"[29.43, 26.4, 26.91, 28.2, 27.3]",10,0
370th,Colleen,Stewart,27.86,25.31,27.55,"[25.82, 29.31, 25.31, 27.53, 29.34]",10,0
371st,Alex,Donaldson,28.24,24.95,27.57,"[29.15, 26.44, 27.13, 31.57, 24.95]",10,0
372nd,Christy,Gallegos,27.73,24.11,27.61,"[30.08, 25.5, 27.87, 25.46, 29.45]",10,0
373rd,Tonya,Molina,26.64,21.35,25.99,"[30.01, 25.95, 21.35, 26.47, 25.55]",10,0
374th,Daniel,Reyes,27.43,25.08,27.26,"[26.62, 28.07, 27.63, 25.08, 27.53]",10,0
375th,Brittany,Carrillo,27.45,23.83,27.41,"[23.83, 28.48, 26.02, 27.72, 28.51]",10,0
376th,Steven,Meyer,27.35,24.83,26.33,"[27.53, 25.86, 25.61, 24.83, 29.16]",10,0
377th,Jeremiah,Allen,26.58,24.96,26.2,"[26.17, 27.13, 26.45, 25.97, 25.24]",9,1
378th,Kimberly,Roberts,27.1,23.1,26.66,"[25.17, 29.17, 26.97, 27.83, 23.1]",10,0
379th,Jose,Brooks,27.3,23.92,27.82,"[27.4, 'DNF', 29.22, 23.92, 26.83]",8,2
380th,Kathleen,Compton,28.1,25.88,27.88,"[26.42, 29.65, 29.78, 27.37, 26.61]",10,0
381st,Jack,Wilson,27.76,25.86,27.94,"['DNF', 25.86, 26.79, 29.65, 27.37]",9,1
382nd,Sergio,Ortiz,27.98,26.06,27.96,"[29.33, 26.98, 27.04, 27.86, 28.97]",9,1
383rd,Tina,Mcfarland,27.74,24.9,27.82,"[28.3, 27.21, 27.96, 29.41, 25.94]",10,0
384th,Joseph,Clark,27.01,23.09,26.91,"[24.32, 25.13, 27.92, 'DNF', 27.67]",9,1
385th,Megan,Harris,27.62,22.72,28.17,"[22.72, 29.09, 29.46, 26.8, 28.63]",10,0
386th,William,Peterson,27.4,21.6,27.67,"[24.31, 26.8, 29.41, 28.64, 27.57]",10,0
387th,David,Reeves,28.33,26.53,27.98,"[29.54, 28.1, 26.53, 28.03, 27.8]",10,0
388th,David,Mitchell,26.69,23.09,24.97,"[25.82, 23.09, 24.79, 24.29, 27.11]",10,0
389th,David,Johnson,28.77,26.52,28.45,"[28.65, 27.33, 29.37, 26.86, 30.14]",10,0
390th,Veronica,Martinez,27.49,25.34,26.23,"[26.39, 26.86, 28.36, 25.34, 25.45]",10,0
391st,Roger,Smith,28.91,27.65,28.53,"[27.65, 28.67, 28.13, 28.79, 30.17]",10,0
392nd,David,Stevens,29.38,26.89,28.61,"[28.14, 29.66, 28.02, 31.63, 27.29]",10,0
393rd,Cody,Jenkins,26.8,22.47,25.5,"[22.47, 27.57, 25.86, 26.62, 24.03]",10,0
394th,Paul,Hoffman,28.91,25.97,28.73,"[25.97, 27.99, 29.54, 28.65, 30.88]",10,0
395th,Pamela,Robinson,28.45,27.01,28.69,"['DNF', 27.01, 27.54, 30.58, 27.95]",8,2
396th,Aimee,Stewart,28.1,25.07,28.1,"[27.67, 31.24, 25.07, 26.82, 29.82]",9,1
397th,Bonnie,Lee,29.57,27.45,29.08,"[28.33, 27.82, 32.3, 27.45, 31.1]",10,0
398th,Monica,Mack,28.36,24.77,27.87,"[24.77, 26.46, 30.1, 28.12, 29.03]",10,0
399th,Karen,Dickerson,29.95,26.77,29.21,"[31.73, 29.52, 26.77, 29.1, 29.01]",10,0
400th,Carl,Sims,28.48,24.43,27.22,"[24.55, 29.0, 28.1, 31.7, 24.43]",10,0
401st,Jennifer,Mitchell,29.83,26.68,29.77,"[29.4, 30.82, 26.68, 31.55, 29.09]",10,0
402nd,Gerald,Williams,30.01,27.43,29.59,"[29.08, 28.44, 31.73, 28.61, 31.08]",10,0
403rd,Brian,Braun,28.68,26.38,28.18,"[29.67, 27.13, 26.38, 'DNF', 27.74]",9,1
404th,William,Mccoy,29.07,26.44,29.17,"[27.16, 29.36, 31.03, 30.55, 27.6]",9,1
405th,Wendy,Oconnor,29.61,27.35,28.99,"[28.2, 30.52, 32.5, 28.24, 27.35]",10,0
406th,Mary,Williams,29.87,26.65,28.45,"[30.47, 32.2, 27.56, 27.32, 26.65]",10,0
407th,Dustin,Vega,31.15,29.3,31.02,"[31.25, 30.61, 29.3, 31.51, 31.2]",10,0
408th,Robert,Phillips,30.74,28.05,30.15,"[33.74, 28.05, 29.09, 30.09, 31.28]",10,0
409th,Robert,Garza,32.23,28.59,31.81,"[33.62, 32.44, 30.51, 32.48, 28.59]",10,0
410th,Kayla,Malone,25.88,20.98,24.81,"[25.6, 20.98, 28.22, 24.87, 23.97]",8,2
