The Manchester Big Double
Top 128 Qualify.
Rank,First Name,Last Name,AO5,Scores
313th,Matthew,Gutierrez,26.26,"[26.01, 25.85, 26.91, 'DNF', 25.6]"
314th,Larry,Gomez,26.32,"[21.55, 29.79, 24.53, 26.4, 28.03]"
315th,Kristi,Reeves,26.33,"[25.84, 28.58, 25.89, 21.78, 27.27]"
316th,James,Stanton,26.33,"[27.52, 21.93, 27.08, 25.92, 26.0]"
317th,Lauren,Morrow,26.34,"[25.52, 22.44, 26.52, 26.99, 28.03]"
318th,Michael,Miller,26.35,"[24.44, 26.64, 25.65, 26.76, 29.3]"
319th,Natasha,Williams,26.38,"[26.8, 26.63, 25.71, 24.48, 27.4]"
320th,Christian,Fleming,26.42,"[24.85, 26.53, 26.55, 28.76, 26.19]"
321st,Joshua,Dean,26.43,"[26.9, 25.85, 27.79, 26.33, 26.05]"
322nd,Lisa,Brady,26.48,"[27.4, 27.94, 26.42, 25.63, 23.89]"
323rd,Lori,Dixon,26.52,"[25.14, 26.34, 25.81, 27.42, 'DNF']"
324th,Aaron,Maxwell,26.53,"[26.88, 28.34, 24.37, 26.73, 25.97]"
325th,Rhonda,Phillips,26.55,"[27.19, 25.98, 26.8, 24.54, 26.88]"
326th,Tiffany,Perez,26.55,"[26.92, 26.79, 25.94, 23.92, 26.99]"
327th,Rebecca,Williams,26.55,"[27.43, 28.62, 24.06, 26.29, 25.93]"
328th,Heidi,Grant,26.58,"[27.67, 22.49, 27.84, 25.68, 26.38]"
329th,Madison,Harris,26.58,"[26.38, 27.75, 26.04, 25.16, 27.33]"
330th,Beth,Barry,26.6,"[27.0, 24.62, 25.33, 27.48, 29.33]"
331st,Ryan,Pitts,26.61,"[25.59, 26.55, 27.7, 24.12, 31.85]"
332nd,Colin,Rojas,26.64,"[25.76, 28.46, 22.44, 27.31, 26.85]"
333rd,Peter,Fox,26.65,"[25.91, 26.46, 27.57, 28.61, 23.83]"
334th,Rebekah,Williams,26.65,"[28.99, 27.33, 25.95, 26.67, 22.57]"
335th,James,Armstrong,26.7,"[27.93, 26.07, 26.32, 27.25, 26.54]"
336th,Chelsea,Johnston,26.72,"[26.31, 27.45, 26.39, 25.03, 27.45]"
337th,Michael,Thompson,26.75,"[24.45, 27.71, 28.49, 23.82, 28.08]"
338th,Bruce,Phillips,26.76,"[26.83, 'DNF', 23.92, 27.59, 25.86]"
339th,Donna,Adams,26.79,"[26.98, 27.48, 25.91, 'DNF', 24.15]"
340th,Julie,Miller,26.79,"[27.91, 23.31, 27.51, 25.51, 27.36]"
341st,David,Lee,26.83,"[29.61, 25.17, 27.49, 25.53, 27.48]"
342nd,Jennifer,Sexton,26.85,"[26.61, 28.26, 27.55, 26.4, 22.92]"
343rd,Anthony,Holmes,26.86,"[25.61, 28.68, 23.33, 27.74, 27.23]"
344th,Elaine,Williams,26.87,"[27.87, 28.04, 26.01, 26.74, 25.68]"
345th,Lori,Sutton,26.92,"[27.44, 25.01, 31.0, 28.32, 24.62]"
346th,Robert,Blanchard,27.02,"[26.74, 29.56, 26.8, 23.55, 27.52]"
347th,Wayne,Baker,27.03,"[28.32, 25.55, 21.57, 27.23, 29.6]"
348th,Cody,Howard,27.05,"[28.62, 25.89, 27.11, 23.69, 28.14]"
349th,Brandon,Rodriguez,27.05,"[28.31, 26.78, 26.84, 26.13, 27.54]"
350th,Alexandria,Harris,27.05,"[26.1, 24.45, 27.79, 29.08, 27.26]"
351st,Kayla,Bean,27.1,"[27.43, 27.38, 29.17, 26.48, 23.59]"
352nd,Julie,Hall,27.11,"[28.25, 29.27, 26.9, 26.17, 23.5]"
353rd,Kimberly,Fisher,27.11,"[26.61, 24.31, 28.19, 30.03, 26.54]"
354th,Scott,Perry,27.11,"[27.53, 32.13, 26.87, 23.67, 26.94]"
355th,Jeanne,Zimmerman,27.16,"[26.44, 20.91, 31.22, 29.45, 25.58]"
356th,Brian,Daniel,27.17,"[27.81, 22.52, 26.54, 27.16, 'DNF']"
357th,Daniel,Hoffman,27.18,"[25.42, 29.69, 23.8, 26.89, 29.23]"
358th,Brandon,Martinez,27.2,"[24.32, 29.11, 'DNF', 27.12, 25.36]"
359th,Nicholas,Smith,27.23,"[27.75, 24.35, 26.79, 27.16, 29.34]"
360th,Ian,Campbell,27.24,"[26.96, 27.4, 27.36, 24.59, 27.42]"
361st,Frank,Herrera,27.24,"['DNF', 27.09, 26.26, 28.37, 25.5]"
362nd,Susan,Page,27.24,"[21.34, 27.53, 28.39, 25.81, 28.63]"
363rd,Lee,Nicholson,27.29,"[27.53, 30.09, 22.73, 28.0, 26.33]"
364th,Ricardo,Henry,27.37,"[24.52, 29.28, 29.29, 25.32, 27.52]"
365th,Jonathan,Howe,27.38,"[28.22, 28.09, 27.76, 26.29, 26.25]"
366th,Diane,White,27.42,"[27.01, 29.99, 28.85, 26.41, 22.18]"
367th,Carolyn,Fuentes,27.45,"[27.9, 26.97, 24.22, 27.47, 29.11]"
368th,Jeffery,Solis,27.46,"[30.93, 25.62, 29.35, 26.5, 26.54]"
369th,Robert,Roy,27.47,"[29.43, 26.4, 26.91, 28.2, 27.3]"
370th,Colleen,Stewart,27.55,"[25.82, 29.31, 25.31, 27.53, 29.34]"
371st,Alex,Donaldson,27.57,"[29.15, 26.44, 27.13, 31.57, 24.95]"
372nd,Christy,Gallegos,27.61,"[30.08, 25.5, 27.87, 25.46, 29.45]"
373rd,Tonya,Molina,27.62,"[25.41, 28.56, 28.9, 28.91, 25.32]"
374th,Daniel,Reyes,27.63,"[26.75, 26.51, 27.98, 28.15, 29.99]"
375th,Brittany,Carrillo,27.63,"[26.13, 27.05, 25.63, 29.7, 31.37]"
376th,Steven,Meyer,27.66,"[27.66, 27.39, 27.73, 30.0, 27.58]"
377th,Jeremiah,Allen,27.76,"[29.28, 'DNF', 26.91, 24.96, 27.1]"
378th,Kimberly,Roberts,27.8,"[26.89, 25.95, 28.0, 29.41, 28.5]"
379th,Jose,Brooks,27.82,"[27.4, 'DNF', 29.22, 23.92, 26.83]"
380th,Kathleen,Compton,27.92,"[27.24, 31.5, 29.1, 25.88, 27.42]"
381st,Jack,Wilson,27.94,"[28.38, 26.62, 28.0, 27.44, 29.8]"
382nd,Sergio,Ortiz,27.96,"[29.33, 26.98, 27.04, 27.86, 28.97]"
383rd,Tina,Mcfarland,28.06,"[29.5, 26.94, 27.75, 29.59, 24.9]"
384th,Joseph,Clark,28.06,"[23.09, 30.25, 27.23, 26.7, 30.79]"
385th,Megan,Harris,28.17,"[22.72, 29.09, 29.46, 26.8, 28.63]"
386th,William,Peterson,28.25,"[26.56, 28.1, 30.08, 30.86, 21.6]"
387th,David,Reeves,28.26,"[27.34, 28.25, 28.42, 31.12, 28.12]"
388th,David,Mitchell,28.4,"[26.87, 24.83, 30.63, 27.69, 31.83]"
389th,David,Johnson,28.45,"[28.65, 27.33, 29.37, 26.86, 30.14]"
390th,Veronica,Martinez,28.46,"[28.67, 29.02, 27.5, 29.75, 27.69]"
391st,Roger,Smith,28.53,"[27.65, 28.67, 28.13, 28.79, 30.17]"
392nd,David,Stevens,28.61,"[28.14, 29.66, 28.02, 31.63, 27.29]"
393rd,Cody,Jenkins,28.68,"[26.79, 31.38, 24.04, 29.56, 29.7]"
394th,Paul,Hoffman,28.73,"[25.97, 27.99, 29.54, 28.65, 30.88]"
395th,Pamela,Robinson,28.95,"[28.9, 'DNF', 29.17, 27.59, 28.78]"
396th,Aimee,Stewart,28.97,"[27.69, 30.34, 28.88, 'DNF', 25.35]"
397th,Bonnie,Lee,29.08,"[28.33, 27.82, 32.3, 27.45, 31.1]"
398th,Monica,Mack,29.17,"[28.38, 30.86, 31.61, 28.28, 25.91]"
399th,Karen,Dickerson,29.21,"[31.73, 29.52, 26.77, 29.1, 29.01]"
400th,Carl,Sims,29.25,"[28.15, 32.02, 29.54, 27.28, 30.07]"
401st,Jennifer,Mitchell,29.77,"[29.4, 30.82, 26.68, 31.55, 29.09]"
402nd,Gerald,Williams,29.78,"[27.43, 28.72, 32.15, 28.46, 34.4]"
403rd,Brian,Braun,29.84,"[29.88, 30.05, 26.93, 29.59, 30.66]"
404th,William,Mccoy,29.84,"[30.17, 27.94, 31.42, 26.44, 'DNF']"
405th,Wendy,Oconnor,29.97,"[30.51, 30.64, 29.86, 28.76, 29.54]"
406th,Mary,Williams,30.79,"[31.72, 31.11, 28.34, 29.53, 33.73]"
407th,Dustin,Vega,31.02,"[31.25, 30.61, 29.3, 31.51, 31.2]"
408th,Robert,Phillips,31.25,"[29.8, 32.26, 28.63, 32.69, 31.7]"
409th,Robert,Garza,32.92,"[33.07, 34.92, 31.26, 30.96, 34.42]"
410th,Kayla,Malone,DNF,"[27.19, 28.7, 'DNF', 27.58, 'DNF']"
