The Nagoya Big Double
Top 128 Qualify.
Rank,First Name,Last Name,AO5,Scores
313th,Sarah,Barron,26.57,"[27.79, 28.12, 26.4, 25.25, 25.51]"
314th,David,Khan,26.58,"[27.26, 25.92, 26.47, 29.34, 26.0]"
315th,Christian,Fleming,26.61,"[24.28, 24.66, 29.28, 26.68, 28.48]"
316th,Paige,Johnson,26.62,"[26.67, 24.41, 27.37, 28.36, 25.82]"
317th,Derrick,Collins,26.7,"[27.48, 26.52, 26.1, 25.85, 28.16]"
318th,David,Lee,26.71,"[27.18, 24.88, 'DNF', 26.03, 26.92]"
319th,Kyle,Alvarez,26.74,"[23.76, 28.31, 27.67, 30.76, 24.23]"
320th,Rebecca,Williams,26.75,"[26.57, 28.49, 26.43, 27.04, 26.65]"
321st,Brandon,Martinez,26.76,"[26.55, 28.87, 26.85, 25.35, 26.89]"
322nd,Michael,Davis,26.81,"[25.65, 25.81, 23.2, 28.96, 'DNF']"
323rd,David,Nichols,26.81,"[25.79, 26.45, 31.04, 26.6, 27.39]"
324th,Barbara,Peterson,26.82,"[25.84, 26.73, 27.61, 28.52, 26.12]"
325th,Jeremy,Ferguson,26.86,"[27.12, 26.17, 27.3, 24.91, 30.04]"
326th,Nicholas,Smith,26.87,"[26.94, 25.26, 28.7, 26.38, 27.3]"
327th,Lisa,Brady,26.91,"[26.96, 28.43, 25.46, 25.48, 28.28]"
328th,Samuel,Gallagher,26.92,"[26.06, 29.05, 28.48, 26.23, 23.42]"
329th,Susan,Page,26.95,"[25.89, 28.27, 'DNF', 24.66, 26.69]"
330th,Steven,Meyer,26.96,"[27.28, 28.38, 28.77, 25.23, 24.93]"
331st,Kayla,Bean,27.02,"[26.96, 27.41, 26.7, 26.06, 29.79]"
332nd,James,Dunn,27.02,"[27.32, 25.25, 29.04, 28.49, 25.0]"
333rd,Julie,Hall,27.04,"[26.36, 27.61, 25.1, 29.63, 27.15]"
334th,Bruce,Phillips,27.05,"[27.75, 25.12, 26.31, 29.19, 27.09]"
335th,Sharon,Dickson,27.09,"['DNF', 24.55, 29.78, 26.95, 24.11]"
336th,Christopher,Garcia,27.11,"[28.7, 26.41, 26.19, 26.31, 28.61]"
337th,Daniel,Espinoza,27.14,"[27.3, 26.64, 28.04, 21.35, 27.49]"
338th,Steve,Moore,27.16,"[27.37, 26.62, 23.22, 28.43, 27.5]"
339th,Heather,Manning,27.19,"['DNF', 28.49, 26.03, 27.04, 24.63]"
340th,Cody,Howard,27.24,"[24.36, 31.92, 25.42, 27.9, 28.4]"
341st,Jeremiah,Allen,27.25,"[26.83, 30.64, 27.13, 26.01, 27.78]"
342nd,Daniel,Reyes,27.34,"[26.21, 28.5, 27.1, 26.41, 28.72]"
343rd,Christy,Gallegos,27.39,"[25.19, 27.93, 28.71, 26.91, 27.34]"
344th,Veronica,Martinez,27.41,"[28.58, 25.52, 26.69, 26.96, 'DNF']"
345th,Patricia,Tyler,27.42,"[28.12, 23.3, 28.49, 29.35, 25.65]"
346th,Amber,Aguilar,27.43,"[28.25, 28.28, 25.76, 28.52, 23.37]"
347th,Kimberly,Fisher,27.45,"[29.16, 25.79, 26.38, 29.16, 26.82]"
348th,Alexander,Esparza,27.49,"[24.84, 26.01, 26.73, 29.74, 30.34]"
349th,Derek,Butler,27.49,"[29.67, 27.33, 26.17, 28.42, 26.71]"
350th,Pamela,Robinson,27.5,"[26.16, 24.86, 27.58, 28.77, 30.06]"
351st,Ricardo,Henry,27.52,"[25.83, 28.85, 29.13, 25.74, 27.88]"
352nd,Colin,Rojas,27.53,"[27.47, 27.46, 24.18, 27.66, 28.03]"
353rd,Jaime,Sullivan,27.53,"[26.2, 28.58, 26.66, 27.36, 29.04]"
354th,Michael,Miller,27.57,"[25.46, 27.79, 28.52, 26.52, 28.41]"
355th,Joshua,Obrien,27.58,"[26.63, 22.65, 29.94, 30.25, 26.16]"
356th,Tina,Mcfarland,27.64,"[28.91, 25.86, 28.88, 26.94, 27.11]"
357th,Kayla,Malone,27.65,"[29.44, 26.04, 24.44, 29.81, 27.46]"
358th,Natasha,Williams,27.66,"[29.03, 27.58, 26.38, 23.8, 30.14]"
359th,Carolyn,Fuentes,27.69,"[27.59, 26.34, 25.45, 30.05, 29.13]"
360th,Jeffery,Solis,27.71,"[27.17, 25.33, 29.63, 26.6, 29.37]"
361st,Christina,Willis,27.73,"[28.87, 28.3, 27.59, 27.3, 22.31]"
362nd,Brittany,Carrillo,27.76,"[23.39, 29.5, 28.76, 26.85, 27.67]"
363rd,David,Johnson,27.8,"[28.56, 29.76, 26.97, 27.86, 25.69]"
364th,Kathleen,Compton,27.8,"[26.17, 25.53, 29.29, 30.78, 27.93]"
365th,Randall,Campbell,27.85,"[27.13, 29.17, 23.8, 27.25, 29.82]"
366th,Aimee,Stewart,27.89,"[27.71, 30.16, 25.55, 28.36, 27.61]"
367th,Lori,Dixon,27.93,"[28.1, 27.73, 29.19, 25.47, 27.97]"
368th,Jennifer,Sexton,28.0,"[29.63, 27.23, 28.39, 28.37, 27.15]"
369th,Christopher,Caldwell,28.04,"[28.73, 29.07, 25.4, 26.52, 28.86]"
370th,Monica,Mack,28.12,"[27.94, 27.29, 26.38, 29.12, 29.85]"
371st,Peter,Fox,28.14,"[27.53, 24.31, 27.34, 'DNF', 29.56]"
372nd,Luke,Dawson,28.22,"[29.96, 26.74, 27.96, 30.14, 26.0]"
373rd,Jack,Wilson,28.24,"[28.89, 29.26, 26.91, 28.91, 26.38]"
374th,Caitlyn,Gonzalez,28.25,"[30.8, 25.29, 29.44, 25.85, 29.46]"
375th,Taylor,Martinez,28.35,"[31.14, 25.1, 26.32, 29.55, 29.18]"
376th,Justin,Anderson,28.37,"[24.96, 29.12, 30.81, 27.98, 28.02]"
377th,Evan,Elliott,28.41,"[31.76, 29.33, 28.53, 27.37, 23.05]"
378th,Robert,Roy,28.47,"[29.38, 27.14, 27.81, 29.93, 28.23]"
379th,Alex,Donaldson,28.52,"[27.17, 30.54, 27.35, 28.46, 29.74]"
380th,William,Mccoy,28.53,"[26.15, 26.95, 29.67, 28.97, 29.69]"
381st,Daniel,Hoffman,28.55,"[28.35, 25.41, 26.49, 30.9, 30.82]"
382nd,Faith,Gonzalez,28.69,"[27.21, 29.72, 22.48, 30.19, 29.13]"
383rd,Cynthia,Moyer,28.69,"[29.93, 24.81, 'DNF', 22.4, 31.32]"
384th,Daniel,Phillips,28.7,"[27.55, 'DNF', 27.47, 31.09, 26.64]"
385th,Matthew,Romero,28.75,"[29.17, 31.09, 26.56, 27.52, 29.55]"
386th,James,Armstrong,28.8,"[26.47, 30.43, 29.65, 27.99, 28.76]"
387th,Kevin,Dougherty,28.99,"[28.84, 28.91, 28.99, 'DNF', 29.07]"
388th,Colleen,Stewart,29.05,"[26.35, 30.12, 27.03, 29.99, 31.26]"
389th,Caitlin,Rivera,29.22,"['DNF', 27.02, 27.47, 29.81, 30.37]"
390th,David,Stevens,29.36,"[27.97, 32.11, 27.78, 27.99, 34.76]"
391st,Bonnie,Lee,29.44,"[31.47, 29.22, 27.21, 32.47, 27.62]"
392nd,Jose,Brooks,29.65,"[27.74, 32.98, 28.74, 27.36, 32.48]"
393rd,Robert,Phillips,29.65,"[30.81, 28.31, 30.08, 30.56, 27.48]"
394th,John,Oconnor,29.71,"[30.41, 28.73, 27.18, 29.98, 31.7]"
395th,Karen,Dickerson,29.93,"[30.48, 31.73, 33.98, 27.57, 27.19]"
396th,Mary,Williams,30.0,"[26.3, 32.88, 30.81, 33.53, 26.28]"
397th,Gerald,Williams,30.0,"[26.53, 30.27, 29.01, 30.73, 31.4]"
398th,Scott,Perry,30.02,"[27.78, 31.13, 31.15, 31.87, 25.08]"
399th,Wendy,Oconnor,30.03,"[28.96, 31.26, 31.78, 26.77, 29.87]"
400th,William,Peterson,30.23,"[30.74, 'DNF', 29.06, 30.28, 29.67]"
401st,Jennifer,Mitchell,30.35,"[30.73, 30.67, 'DNF', 29.65, 29.01]"
402nd,Dustin,Vega,31.13,"[34.3, 31.52, 31.04, 30.82, 30.66]"
403rd,Brian,Braun,31.14,"[34.54, 29.26, 31.29, 30.72, 31.4]"
404th,Robert,Garza,32.37,"[33.22, 34.24, 29.64, 29.21, 36.9]"
