The Las Vegas Big Double in United States
Top 128 Qualify.
Rank,First Name,Last Name,AO5,Scores
313th,Kimberly,Sawyer,26.41,"[23.46, 27.53, 28.61, 27.06, 24.64]"
314th,Rhonda,Phillips,26.46,"[26.15, 26.71, 26.51, 26.14, 29.07]"
315th,David,Mitchell,26.49,"[27.55, 27.61, 24.43, 26.48, 25.45]"
316th,Lindsey,Bradshaw,26.49,"[25.1, 26.03, 26.12, 28.88, 27.32]"
317th,Kimberly,Graves,26.59,"[27.13, 26.34, 26.49, 26.95, 24.87]"
318th,Emily,Kim,26.61,"[26.27, 26.91, 23.56, 26.64, 28.81]"
319th,Derek,Butler,26.61,"[29.25, 25.77, 26.16, 27.9, 25.38]"
320th,John,Bennett,26.63,"[27.15, 24.27, 27.23, 26.45, 26.3]"
321st,Christy,Gallegos,26.65,"[26.81, 27.82, 25.31, 24.06, 30.73]"
322nd,Krystal,Smith,26.66,"[29.06, 23.81, 24.28, 28.57, 27.12]"
323rd,Lisa,Brady,26.68,"[25.29, 27.71, 22.64, 27.03, 28.09]"
324th,Nicholas,Smith,26.69,"[26.02, 27.26, 27.69, 25.74, 26.79]"
325th,Jennifer,Sexton,26.75,"[26.0, 27.11, 26.16, 27.21, 26.99]"
326th,Gerald,Nelson,26.75,"[25.62, 28.04, 26.58, 23.79, 'DNF']"
327th,Elaine,Williams,26.76,"[25.66, 24.5, 26.4, 28.23, 28.77]"
328th,Tiffany,Perez,26.76,"[27.38, 26.17, 26.35, 26.55, 29.36]"
329th,Rebecca,Williams,26.76,"[27.92, 26.62, 27.16, 26.49, 25.62]"
330th,Robert,Blanchard,26.82,"[26.81, 28.3, 26.87, 26.78, 26.28]"
331st,Justin,Anderson,26.87,"[23.57, 28.42, 25.49, 27.49, 27.63]"
332nd,Richard,Romero,26.94,"[29.17, 25.72, 33.32, 25.94, 24.57]"
333rd,Robert,Roy,26.95,"[24.64, 26.58, 25.96, 28.32, 28.35]"
334th,Carolyn,Fuentes,26.96,"[27.25, 27.18, 28.35, 25.68, 26.46]"
335th,Lee,Nicholson,26.98,"['DNF', 26.28, 25.89, 28.76, 23.95]"
336th,Darren,Frazier,27.02,"[25.81, 28.47, 27.67, 27.58, 24.53]"
337th,Beth,Barry,27.03,"[21.94, 27.25, 25.98, 27.86, 27.87]"
338th,Michael,Miller,27.05,"['DNF', 26.29, 28.9, 25.96, 25.64]"
339th,Rickey,Murphy,27.06,"[22.23, 26.1, 28.16, 28.51, 26.91]"
340th,Joshua,Dean,27.06,"[27.36, 27.55, 24.88, 29.27, 26.28]"
341st,Matthew,Jefferson,27.06,"[26.65, 26.99, 27.53, 27.71, 25.76]"
342nd,Karen,Flores,27.08,"[26.22, 27.78, 27.25, 28.37, 24.15]"
343rd,James,Dunn,27.1,"[23.7, 28.19, 27.76, 27.18, 26.37]"
344th,Kimberly,Roberts,27.16,"[21.91, 29.11, 25.79, 'DNF', 26.59]"
345th,Alexander,Esparza,27.29,"[26.63, 25.4, 27.11, 28.12, 28.23]"
346th,Joshua,Obrien,27.32,"[26.45, 24.22, 27.57, 27.93, 'DNF']"
347th,Ricardo,Henry,27.34,"[26.56, 27.85, 28.21, 27.59, 26.59]"
348th,Jeremiah,Allen,27.34,"[27.56, 26.24, 31.55, 26.57, 27.89]"
349th,Sarah,Barron,27.34,"[27.33, 26.0, 26.81, 28.68, 27.87]"
350th,Evan,Elliott,27.34,"[28.01, 29.33, 26.66, 25.3, 27.36]"
351st,Cody,Howard,27.47,"[26.97, 27.52, 29.81, 24.53, 27.91]"
352nd,Derrick,Collins,27.49,"[23.75, 26.85, 27.08, 29.26, 28.54]"
353rd,Veronica,Martinez,27.49,"[27.27, 27.22, 25.32, 28.12, 27.97]"
354th,Monica,Mack,27.5,"[30.26, 26.32, 28.02, 26.88, 27.6]"
355th,Natasha,Williams,27.5,"[25.2, 29.38, 26.57, 27.98, 27.95]"
356th,Jennifer,Mitchell,27.53,"[26.99, 30.23, 25.37, 22.77, 33.04]"
357th,Julie,Hall,27.54,"[29.33, 29.5, 22.53, 25.03, 28.25]"
358th,Samuel,Gallagher,27.54,"[28.49, 27.5, 26.7, 28.43, 26.55]"
359th,James,Stanton,27.59,"[28.12, 26.72, 27.03, 27.63, 28.2]"
360th,Daniel,Hoffman,27.61,"[28.73, 'DNF', 25.75, 27.17, 26.92]"
361st,Daniel,Reyes,27.68,"[24.52, 27.95, 28.36, 29.19, 26.73]"
362nd,Amanda,Thomas,27.7,"[28.33, 27.28, 27.96, 27.58, 27.57]"
363rd,Jaime,Sullivan,27.74,"[29.54, 26.61, 25.31, 27.61, 29.0]"
364th,Christopher,Caldwell,27.81,"[26.57, 28.77, 28.08, 24.63, 29.65]"
365th,James,Armstrong,27.85,"[29.42, 28.26, 26.39, 28.48, 26.82]"
366th,Luke,Dawson,27.91,"[26.85, 29.52, 24.56, 'DNF', 27.35]"
367th,Gerald,Crane,27.91,"[27.23, 29.68, 26.81, 'DNF', 22.72]"
368th,Karen,Dickerson,27.93,"[26.5, 27.33, 27.78, 31.26, 28.68]"
369th,Brittany,Carrillo,27.94,"[28.06, 28.54, 'DNF', 23.72, 27.21]"
370th,Cynthia,Moyer,27.99,"[31.84, 27.6, 27.64, 26.32, 28.73]"
371st,Kathleen,Compton,28.0,"[28.22, 28.88, 27.64, 28.14, 26.57]"
372nd,Brian,Braun,28.06,"[26.47, 29.25, 33.1, 26.47, 28.47]"
373rd,Jeffery,Solis,28.13,"[27.62, 27.4, 29.37, 27.15, 29.56]"
374th,Lori,Sutton,28.14,"[29.12, 25.76, 27.89, 28.23, 28.3]"
375th,Ricardo,Flowers,28.15,"[25.74, 30.32, 24.8, 30.97, 28.38]"
376th,Chelsea,Johnston,28.15,"[25.52, 30.79, 29.59, 26.09, 28.76]"
377th,David,Khan,28.32,"[28.46, 27.12, 'DNF', 27.38, 29.11]"
378th,Aimee,Stewart,28.42,"[26.55, 28.06, 31.36, 28.94, 28.26]"
379th,Colleen,Stewart,28.46,"[26.18, 27.52, 28.92, 28.94, 29.58]"
380th,Bruce,Phillips,28.53,"[27.14, 29.23, 29.22, 29.41, 26.67]"
381st,Scott,Perry,28.56,"[29.13, 28.85, 27.71, 32.23, 25.3]"
382nd,Tina,Mcfarland,28.57,"[24.93, 29.01, 31.28, 29.87, 26.84]"
383rd,Jack,Wilson,28.59,"[28.85, 30.04, 26.98, 29.93, 26.57]"
384th,Jeremy,Ferguson,28.64,"[25.95, 31.99, 27.85, 'DNF', 26.09]"
385th,Jose,Brooks,28.65,"[30.67, 34.8, 25.66, 28.89, 26.39]"
386th,Lori,Dixon,28.67,"[25.74, 'DNF', 30.89, 27.52, 27.6]"
387th,Kayla,Bean,28.79,"[29.66, 27.1, 30.82, 27.12, 29.58]"
388th,Michael,Thompson,29.38,"[28.71, 30.54, 30.99, 21.88, 28.88]"
389th,David,Johnson,29.62,"[30.85, 28.39, 29.67, 24.7, 30.8]"
390th,William,Peterson,29.69,"[28.12, 32.33, 30.46, 29.58, 29.03]"
391st,David,Reeves,29.7,"[24.14, 31.22, 32.07, 27.54, 30.35]"
392nd,Bonnie,Lee,30.09,"[27.03, 31.02, 29.32, 29.94, 32.63]"
393rd,Caitlin,Rivera,30.09,"[28.71, 29.39, 31.28, 31.05, 29.82]"
394th,Robert,Phillips,30.13,"[29.35, 31.9, 28.71, 31.43, 29.6]"
395th,Pamela,Robinson,30.16,"[31.29, 22.63, 33.56, 25.64, 34.02]"
396th,David,Stevens,30.35,"[29.74, 29.54, 32.26, 31.77, 27.78]"
397th,Gerald,Williams,30.37,"[31.66, 30.24, 33.02, 29.2, 26.54]"
398th,Alex,Donaldson,30.39,"[31.43, 28.17, 27.41, 32.38, 31.57]"
399th,Mary,Williams,30.92,"[34.64, 29.44, 29.5, 26.69, 33.83]"
400th,William,Mccoy,30.96,"[33.32, 33.06, 26.83, 27.19, 32.64]"
401st,Wendy,Oconnor,31.12,"[32.27, 32.18, 25.96, 29.12, 32.06]"
402nd,Robert,Garza,31.26,"[28.78, 29.9, 32.63, 32.57, 31.31]"
403rd,Dustin,Vega,32.15,"[31.03, 33.92, 31.56, 33.61, 31.29]"
404th,Terrance,Fowler,DNF,"[21.56, 'DNF', 21.7, 25.68, 'DNF']"
