The Bangkok Cup Sponsored by GAN
Top 64 Qualify.
Rank,First Name,Last Name,AO5,Scores
313th,Faith,Gonzalez,26.6,"[25.19, 29.15, 28.11, 26.49, 24.81]"
314th,Anita,Butler,26.65,"[27.3, 27.62, 25.95, 26.56, 26.09]"
315th,Matthew,Gutierrez,26.65,"[23.19, 26.95, 27.27, 25.72, 27.66]"
316th,Brandon,Martinez,26.66,"[29.83, 24.35, 25.56, 27.57, 26.86]"
317th,John,Flores,26.67,"[28.88, 25.17, 26.54, 28.17, 25.29]"
318th,Rebecca,Palmer,26.67,"[30.3, 28.51, 27.1, 24.4, 24.27]"
319th,Gerald,Nelson,26.69,"[25.83, 26.65, 27.45, 29.84, 25.98]"
320th,Elizabeth,Johnson,26.7,"[26.86, 26.97, 26.87, 26.38, 21.97]"
321st,Joshua,Figueroa,26.7,"[26.24, 27.86, 23.49, 26.27, 27.6]"
322nd,Jaime,Sullivan,26.71,"[30.24, 24.25, 26.55, 28.66, 24.93]"
323rd,Amber,Aguilar,26.76,"[27.25, 29.27, 26.22, 25.73, 26.82]"
324th,David,Mcgee,26.79,"[27.48, 26.48, 24.53, 26.77, 27.13]"
325th,Scott,Perry,26.83,"['DNF', 25.48, 23.31, 28.91, 26.1]"
326th,Donna,Adams,26.84,"[27.5, 27.3, 27.66, 23.77, 25.73]"
327th,David,Lee,26.86,"[27.07, 26.49, 27.01, 28.71, 24.13]"
328th,Cynthia,Hartman,26.86,"[26.93, 26.49, 27.43, 27.16, 24.82]"
329th,Taylor,Martinez,26.87,"[25.63, 28.69, 25.28, 27.72, 27.25]"
330th,Rhonda,Phillips,26.89,"[30.19, 27.66, 25.39, 27.63, 24.67]"
331st,Rickey,Murphy,26.92,"[26.16, 25.8, 30.5, 28.8, 24.27]"
332nd,Jeremy,Ferguson,26.92,"[25.97, 26.97, 27.27, 28.21, 26.53]"
333rd,Lori,Dixon,26.96,"[27.6, 25.11, 29.09, 26.67, 26.6]"
334th,Brittany,Obrien,26.97,"[29.46, 28.08, 26.98, 25.86, 22.0]"
335th,Amanda,Thomas,26.99,"[25.63, 28.96, 26.26, 27.01, 27.7]"
336th,Benjamin,Bowen,27.04,"[29.07, 27.93, 27.63, 24.95, 25.55]"
337th,Nathaniel,Vargas,27.08,"[27.01, 22.93, 28.24, 28.28, 26.0]"
338th,Ricardo,Flowers,27.09,"[25.53, 26.94, 27.31, 27.01, 30.9]"
339th,Kelly,Knight,27.11,"[26.66, 28.14, 26.52, 29.43, 24.47]"
340th,Pamela,Robinson,27.15,"[24.52, 26.14, 28.06, 27.25, 30.57]"
341st,Jennifer,Mitchell,27.16,"[25.33, 28.01, 24.68, 28.14, 28.67]"
342nd,Justin,Anderson,27.19,"[24.5, 30.13, 24.74, 29.41, 27.41]"
343rd,Kevin,Dougherty,27.21,"[28.8, 27.98, 27.1, 26.55, 25.7]"
344th,Nicole,Hendricks,27.23,"[29.65, 28.01, 25.97, 26.59, 27.09]"
345th,Lori,Sutton,27.25,"[27.43, 25.65, 27.2, 28.65, 27.13]"
346th,Jeffery,Solis,27.25,"[25.38, 32.52, 27.42, 25.57, 28.76]"
347th,Christian,Fleming,27.29,"[27.04, 27.4, 25.03, 27.44, 'DNF']"
348th,Yvonne,Ross,27.29,"[28.9, 24.6, 21.52, 28.37, 29.79]"
349th,Caitlyn,Gonzalez,27.32,"[31.25, 27.24, 27.84, 26.88, 24.07]"
350th,Carolyn,Fuentes,27.33,"[27.21, 27.41, 27.37, 26.02, 27.42]"
351st,Jeremiah,Allen,27.34,"[24.81, 28.41, 27.24, 26.36, 28.92]"
352nd,Kyle,Alvarez,27.38,"[30.11, 25.96, 28.91, 27.26, 25.06]"
353rd,David,Mitchell,27.39,"[26.25, 28.56, 27.37, 29.77, 25.68]"
354th,Tina,Mcfarland,27.41,"[27.33, 27.57, 27.34, 28.89, 27.08]"
355th,Kimberly,Fisher,27.41,"[25.07, 28.13, 26.44, 29.41, 27.67]"
356th,Brian,Daniel,27.47,"[34.07, 24.38, 'DNF', 23.96, 22.08]"
357th,Daniel,Hoffman,27.48,"[27.52, 28.73, 27.3, 27.61, 24.83]"
358th,Jack,Wilson,27.49,"[27.44, 26.72, 29.64, 27.24, 27.79]"
359th,Kayla,Bean,27.58,"[27.82, 27.35, 32.2, 27.56, 26.69]"
360th,Caitlin,Rivera,27.7,"[29.37, 25.54, 28.64, 26.48, 27.99]"
361st,Samuel,Gallagher,27.72,"[28.36, 28.49, 24.15, 26.32, 29.16]"
362nd,Steven,Meyer,27.79,"[29.12, 29.68, 26.62, 22.56, 27.62]"
363rd,Evan,Elliott,27.81,"[27.22, 27.03, 29.47, 29.17, 25.22]"
364th,Chelsea,Johnston,27.83,"[28.14, 29.31, 22.8, 26.04, 33.3]"
365th,Debra,Martin,27.87,"[25.21, 24.89, 26.85, 31.54, 'DNF']"
366th,Kathleen,Compton,27.9,"[29.37, 27.49, 25.51, 27.96, 28.24]"
367th,Alan,Morrow,27.9,"[28.19, 25.51, 28.96, 27.18, 28.33]"
368th,Bruce,Phillips,27.94,"[29.67, 29.19, 26.55, 28.07, 23.08]"
369th,Jennifer,Sexton,27.95,"[28.05, 28.38, 27.92, 27.87, 25.77]"
370th,Monica,Mack,28.05,"[28.83, 23.93, 28.2, 27.13, 34.53]"
371st,Nicholas,Smith,28.07,"[27.68, 27.83, 28.69, 29.46, 24.77]"
372nd,Robert,Roy,28.09,"[28.66, 27.19, 30.27, 28.41, 26.99]"
373rd,Karen,Mayer,28.09,"[28.18, 28.2, 28.36, 27.89, 26.75]"
374th,Paula,Mcgee,28.13,"[27.93, 35.14, 29.22, 25.64, 27.25]"
375th,Diane,White,28.24,"[28.02, 28.79, 27.9, 29.96, 27.68]"
376th,William,Mccoy,28.35,"[27.02, 31.92, 26.5, 29.64, 28.4]"
377th,Daniel,Reyes,28.37,"[27.75, 29.29, 'DNF', 28.06, 25.49]"
378th,Luke,Dawson,28.38,"[27.31, 32.11, 27.54, 24.15, 30.28]"
379th,Karen,Dickerson,28.4,"[28.45, 24.69, 28.68, 31.98, 28.08]"
380th,William,Peterson,28.4,"[30.09, 26.15, 28.96, 25.82, 'DNF']"
381st,Ricardo,Henry,28.49,"[28.98, 29.92, 28.66, 27.84, 24.59]"
382nd,James,Armstrong,28.51,"[32.51, 29.52, 28.31, 26.3, 27.69]"
383rd,Robert,Phillips,28.55,"[28.38, 30.59, 26.94, 28.15, 29.11]"
384th,John,Bennett,28.65,"[29.18, 28.36, 28.86, 28.72, 27.0]"
385th,Eric,Young,28.66,"[28.2, 27.68, 28.67, 'DNF', 29.11]"
386th,Aimee,Stewart,28.71,"[30.0, 28.9, 27.21, 28.34, 28.89]"
387th,Colleen,Stewart,28.76,"[28.6, 28.3, 30.96, 27.69, 29.38]"
388th,Colin,Rojas,28.77,"[26.15, 32.93, 27.5, 32.67, 24.29]"
389th,Julie,Hall,28.83,"[22.85, 30.16, 29.99, 28.15, 28.36]"
390th,David,Johnson,28.86,"[30.04, 29.4, 28.38, 25.85, 28.81]"
391st,Christopher,Caldwell,28.98,"[26.8, 30.19, 27.5, 32.22, 29.25]"
392nd,Sarah,Barron,29.06,"[26.87, 31.59, 27.74, 30.72, 28.71]"
393rd,Gerald,Williams,29.2,"[30.5, 29.27, 31.68, 27.83, 26.28]"
394th,David,Reeves,29.39,"[29.73, 25.3, 29.32, 31.73, 29.12]"
395th,Cynthia,Moyer,29.44,"[30.61, 28.41, 30.87, 29.31, 24.87]"
396th,Jose,Brooks,29.66,"[28.65, 29.83, 26.86, 'DNF', 30.5]"
397th,Brian,Braun,30.04,"[31.15, 31.8, 31.06, 27.9, 27.49]"
398th,Alex,Donaldson,30.22,"[30.11, 28.87, 31.5, 31.21, 29.33]"
399th,David,Stevens,30.76,"[30.26, 28.21, 'DNF', 32.88, 29.13]"
400th,Bonnie,Lee,30.85,"[29.8, 31.95, 32.16, 29.14, 30.81]"
401st,Wendy,Oconnor,30.89,"[30.96, 31.56, 27.63, 30.9, 30.82]"
402nd,Dustin,Vega,31.35,"[33.19, 30.14, 32.75, 30.46, 30.85]"
403rd,Robert,Garza,33.48,"[30.38, 36.09, 36.43, 31.13, 33.22]"
404th,Mary,Williams,DNF,"['DNF', 'DNF', 30.97, 26.66, 31.06]"
