The Bangkok Cup Sponsored by GAN
Best Single,12.44,Tanya Lee,Best AO5,16.76,Tanya Lee,"[19.41, 14.67, 12.44, 21.95, 16.2]"
Rank,First Name,Last Name,Event AVG,Best Event Single,Best Event AO5,Times,Solves,DNFs
248th,Christopher,Garcia,25.82,24.25,25.58,"[24.25, 26.88, 28.11, 25.28, 24.58]",5,0
249th,Melissa,Turner,25.32,19.42,25.58,"[26.16, 24.88, 19.42, 25.69, 30.45]",5,0
250th,Elaine,Williams,25.67,24.99,25.59,"[26.58, 25.32, 26.09, 25.36, 24.99]",5,0
251st,Sharon,Dickson,25.47,21.82,25.59,"[21.82, 27.82, 25.22, 28.78, 23.72]",5,0
252nd,John,Fisher,26.16,23.86,25.61,"[23.86, 24.13, 27.03, 30.11, 25.66]",5,0
253rd,Anna,Valenzuela,25.7,24.15,25.67,"[24.15, 24.8, 25.53, 27.36, 26.68]",5,0
254th,Michael,Thompson,25.23,21.78,25.67,"[25.53, 21.78, 26.87, 24.62, 27.36]",5,0
255th,Andrew,Gonzalez,26.11,23.91,25.68,"[25.87, 24.79, 23.91, 26.39, 29.6]",5,0
256th,David,Clarke,25.49,22.94,25.7,"[27.42, 22.94, 24.12, 27.31, 25.66]",5,0
257th,Kenneth,Barton,25.46,21.16,25.71,"[24.16, 21.16, 25.39, 27.57, 29.03]",5,0
258th,Jennifer,Wyatt,25.82,24.93,25.74,"[25.84, 25.86, 24.93, 25.53, 26.95]",5,0
259th,Michael,Rodgers,25.29,20.96,25.75,"[26.18, 20.96, 25.91, 25.15, 28.27]",5,0
260th,James,Dickson,25.7,24.2,25.75,"[27.05, 26.53, 26.48, 24.2, 24.23]",5,0
261st,Mark,Thomas,25.32,23.95,25.77,"[26.05, 26.56, 24.71, 23.95, 'DNF']",4,1
262nd,Daniel,Espinoza,25.67,23.33,25.77,"[24.1, 27.69, 26.53, 26.68, 23.33]",5,0
263rd,Michael,Woodward,26.06,24.2,25.78,"[26.06, 25.94, 28.76, 25.33, 24.2]",5,0
264th,Rebecca,Gonzalez,25.94,25.19,25.79,"[27.13, 25.65, 25.19, 25.73, 25.99]",5,0
265th,Kristi,Reeves,25.78,22.61,25.81,"[25.65, 22.61, 24.38, 27.41, 28.86]",5,0
266th,Emily,Kim,25.67,22.71,25.86,"[23.94, 28.07, 26.97, 22.71, 26.66]",5,0
267th,Ian,Campbell,25.44,22.4,25.86,"[27.26, 26.15, 26.5, 22.4, 24.94]",5,0
268th,Heidi,Grant,25.94,25.42,25.88,"[25.52, 26.15, 26.66, 25.42, 25.96]",5,0
269th,James,Horne,25.25,20.11,25.88,"[25.4, 20.11, 28.52, 26.09, 26.14]",5,0
270th,Christy,Gallegos,25.85,24.31,25.91,"[25.48, 27.23, 25.67, 26.58, 24.31]",5,0
271st,David,Khan,26.43,23.16,25.92,"[29.02, 25.17, 31.23, 23.16, 23.58]",5,0
272nd,Carol,Cook,26.19,24.28,25.93,"[24.96, 28.91, 26.14, 24.28, 26.69]",5,0
273rd,Kimberly,Graves,25.74,23.71,25.94,"[24.82, 26.4, 23.71, 26.59, 27.2]",5,0
274th,Laurie,Palmer,25.73,22.51,25.96,"[24.72, 22.51, 27.03, 26.12, 28.24]",5,0
275th,Derrick,Collins,26.83,24.33,25.97,"[28.06, 24.77, 31.92, 24.33, 25.09]",5,0
276th,Krystal,Smith,26.04,23.86,25.98,"[28.41, 23.86, 27.81, 26.16, 23.97]",5,0
277th,Joseph,Harmon,25.61,24.47,25.99,"[25.46, 26.84, 25.67, 'DNF', 24.47]",4,1
278th,Ana,Mitchell,26.18,23.43,26.01,"[26.17, 24.86, 29.45, 26.99, 23.43]",5,0
279th,Michael,Miller,25.81,24.19,26.02,"[26.3, 26.81, 26.03, 25.72, 24.19]",5,0
280th,Brittany,Carrillo,25.54,22.16,26.02,"[22.16, 26.46, 25.91, 25.68, 27.52]",5,0
281st,Anthony,Elliott,25.34,20.51,26.03,"[26.12, 24.15, 28.14, 27.83, 20.51]",5,0
282nd,Kathleen,Nguyen,25.75,22.79,26.03,"[25.38, 24.98, 22.79, 27.73, 27.85]",5,0
283rd,Richard,Romero,25.69,21.42,26.09,"[28.76, 21.42, 24.28, 28.22, 25.77]",5,0
284th,Renee,Rogers,25.85,23.7,26.11,"[26.0, 26.81, 25.51, 23.7, 27.2]",5,0
285th,Derek,Butler,25.0,19.95,26.12,"[25.51, 26.66, 26.53, 26.32, 19.95]",5,0
286th,Lauren,Morrow,25.33,20.95,26.13,"[26.98, 26.58, 27.3, 24.83, 20.95]",5,0
287th,Peter,Fox,26.41,24.84,26.14,"[25.87, 24.84, 27.09, 25.47, 28.76]",5,0
288th,Paige,Johnson,25.93,24.23,26.16,"[25.69, 26.72, 26.06, 26.97, 24.23]",5,0
289th,Steve,Moore,25.93,24.44,26.16,"[26.22, 25.73, 26.73, 24.44, 26.52]",5,0
290th,Bryan,Bishop,26.28,23.4,26.2,"[23.4, 27.74, 23.86, 27.0, 29.41]",5,0
291st,Wayne,Baker,26.72,25.49,26.24,"[26.3, 26.49, 25.93, 29.41, 25.49]",5,0
292nd,Frank,Herrera,26.34,23.82,26.25,"[24.86, 27.34, 23.82, 29.14, 26.55]",5,0
293rd,Kayla,Malone,26.38,23.91,26.28,"[26.23, 29.14, 26.58, 23.91, 26.04]",5,0
294th,Amy,Allen,26.25,24.61,26.28,"[27.25, 26.47, 24.61, 27.81, 25.11]",5,0
295th,Natasha,Williams,26.88,23.6,26.28,"[28.31, 24.5, 23.6, 32.0, 26.02]",5,0
296th,Joshua,Dean,26.4,25.25,26.29,"[26.03, 26.17, 27.91, 26.67, 25.25]",5,0
297th,Lee,Nicholson,25.88,24.6,26.3,"['DNF', 24.6, 25.79, 27.47, 25.63]",4,1
298th,Cody,Howard,26.08,22.81,26.3,"[24.39, 22.81, 28.08, 28.68, 26.44]",5,0
299th,Rebecca,Williams,26.53,25.28,26.3,"[28.48, 25.45, 25.28, 27.16, 26.28]",5,0
300th,Samantha,Smith,26.19,23.88,26.33,"[28.05, 26.38, 26.88, 23.88, 25.74]",5,0
301st,Kimberly,Roberts,25.92,22.67,26.33,"[26.89, 22.67, 25.83, 27.93, 26.27]",5,0
302nd,Wendy,Reyes,26.55,24.16,26.34,"[26.04, 29.58, 27.27, 25.7, 24.16]",5,0
303rd,James,Dunn,26.15,23.53,26.38,"[27.87, 25.12, 28.09, 26.14, 23.53]",5,0
304th,Richard,Brown,26.81,24.74,26.4,"[30.13, 24.74, 26.14, 24.87, 28.19]",5,0
305th,Kimberly,Wade,26.15,21.64,26.41,"[21.64, 29.9, 24.42, 27.28, 27.53]",5,0
306th,John,Oconnor,26.02,22.73,26.42,"[25.67, 27.17, 26.43, 28.09, 22.73]",5,0
307th,Patrick,Taylor,26.41,24.72,26.44,"[27.11, 27.98, 24.72, 26.37, 25.85]",5,0
308th,Nicole,Thompson,26.17,22.1,26.48,"[24.88, 22.1, 29.3, 27.59, 26.96]",5,0
309th,David,Garcia,25.98,22.04,26.5,"[28.38, 22.04, 27.46, 25.69, 26.34]",5,0
310th,Alexander,Esparza,26.06,22.44,26.52,"[28.07, 28.31, 27.34, 22.44, 24.16]",5,0
311th,Robert,Blanchard,26.54,24.64,26.53,"[24.64, 27.8, 28.44, 24.99, 26.8]",5,0
312th,Tyler,Roach,26.46,24.01,26.59,"[25.21, 28.51, 24.01, 27.07, 27.48]",5,0
313th,Faith,Gonzalez,26.75,24.81,26.6,"[25.19, 29.15, 28.11, 26.49, 24.81]",5,0
314th,Anita,Butler,26.71,25.95,26.65,"[27.3, 27.62, 25.95, 26.56, 26.09]",5,0
315th,Matthew,Gutierrez,26.16,23.19,26.65,"[23.19, 26.95, 27.27, 25.72, 27.66]",5,0
316th,Brandon,Martinez,26.84,24.35,26.66,"[29.83, 24.35, 25.56, 27.57, 26.86]",5,0
317th,John,Flores,26.81,25.17,26.67,"[28.88, 25.17, 26.54, 28.17, 25.29]",5,0
318th,Rebecca,Palmer,26.92,24.27,26.67,"[30.3, 28.51, 27.1, 24.4, 24.27]",5,0
319th,Gerald,Nelson,27.15,25.83,26.69,"[25.83, 26.65, 27.45, 29.84, 25.98]",5,0
320th,Elizabeth,Johnson,25.81,21.97,26.7,"[26.86, 26.97, 26.87, 26.38, 21.97]",5,0
321st,Joshua,Figueroa,26.29,23.49,26.7,"[26.24, 27.86, 23.49, 26.27, 27.6]",5,0
322nd,Jaime,Sullivan,26.92,24.25,26.71,"[30.24, 24.25, 26.55, 28.66, 24.93]",5,0
323rd,Amber,Aguilar,27.06,25.73,26.76,"[27.25, 29.27, 26.22, 25.73, 26.82]",5,0
324th,David,Mcgee,26.47,24.53,26.79,"[27.48, 26.48, 24.53, 26.77, 27.13]",5,0
325th,Scott,Perry,25.95,23.31,26.83,"['DNF', 25.48, 23.31, 28.91, 26.1]",4,1
326th,Donna,Adams,26.39,23.77,26.84,"[27.5, 27.3, 27.66, 23.77, 25.73]",5,0
327th,David,Lee,26.68,24.13,26.86,"[27.07, 26.49, 27.01, 28.71, 24.13]",5,0
328th,Cynthia,Hartman,26.56,24.82,26.86,"[26.93, 26.49, 27.43, 27.16, 24.82]",5,0
329th,Taylor,Martinez,26.91,25.28,26.87,"[25.63, 28.69, 25.28, 27.72, 27.25]",5,0
330th,Rhonda,Phillips,27.11,24.67,26.89,"[30.19, 27.66, 25.39, 27.63, 24.67]",5,0
331st,Rickey,Murphy,27.11,24.27,26.92,"[26.16, 25.8, 30.5, 28.8, 24.27]",5,0
332nd,Jeremy,Ferguson,26.99,25.97,26.92,"[25.97, 26.97, 27.27, 28.21, 26.53]",5,0
333rd,Lori,Dixon,27.02,25.11,26.96,"[27.6, 25.11, 29.09, 26.67, 26.6]",5,0
334th,Brittany,Obrien,26.47,22.0,26.97,"[29.46, 28.08, 26.98, 25.86, 22.0]",5,0
335th,Amanda,Thomas,27.11,25.63,26.99,"[25.63, 28.96, 26.26, 27.01, 27.7]",5,0
336th,Benjamin,Bowen,27.02,24.95,27.04,"[29.07, 27.93, 27.63, 24.95, 25.55]",5,0
337th,Nathaniel,Vargas,26.49,22.93,27.08,"[27.01, 22.93, 28.24, 28.28, 26.0]",5,0
338th,Ricardo,Flowers,27.54,25.53,27.09,"[25.53, 26.94, 27.31, 27.01, 30.9]",5,0
339th,Kelly,Knight,27.05,24.47,27.11,"[26.66, 28.14, 26.52, 29.43, 24.47]",5,0
340th,Pamela,Robinson,27.31,24.52,27.15,"[24.52, 26.14, 28.06, 27.25, 30.57]",5,0
341st,Jennifer,Mitchell,26.97,24.68,27.16,"[25.33, 28.01, 24.68, 28.14, 28.67]",5,0
342nd,Justin,Anderson,27.23,24.5,27.19,"[24.5, 30.13, 24.74, 29.41, 27.41]",5,0
343rd,Kevin,Dougherty,27.23,25.7,27.21,"[28.8, 27.98, 27.1, 26.55, 25.7]",5,0
344th,Nicole,Hendricks,27.47,25.97,27.23,"[29.65, 28.01, 25.97, 26.59, 27.09]",5,0
345th,Lori,Sutton,27.21,25.65,27.25,"[27.43, 25.65, 27.2, 28.65, 27.13]",5,0
346th,Jeffery,Solis,27.93,25.38,27.25,"[25.38, 32.52, 27.42, 25.57, 28.76]",5,0
347th,Christian,Fleming,26.73,25.03,27.29,"[27.04, 27.4, 25.03, 27.44, 'DNF']",4,1
348th,Yvonne,Ross,26.64,21.52,27.29,"[28.9, 24.6, 21.52, 28.37, 29.79]",5,0
349th,Caitlyn,Gonzalez,27.45,24.07,27.32,"[31.25, 27.24, 27.84, 26.88, 24.07]",5,0
350th,Carolyn,Fuentes,27.08,26.02,27.33,"[27.21, 27.41, 27.37, 26.02, 27.42]",5,0
351st,Jeremiah,Allen,27.15,24.81,27.34,"[24.81, 28.41, 27.24, 26.36, 28.92]",5,0
352nd,Kyle,Alvarez,27.46,25.06,27.38,"[30.11, 25.96, 28.91, 27.26, 25.06]",5,0
353rd,David,Mitchell,27.53,25.68,27.39,"[26.25, 28.56, 27.37, 29.77, 25.68]",5,0
354th,Tina,Mcfarland,27.64,27.08,27.41,"[27.33, 27.57, 27.34, 28.89, 27.08]",5,0
355th,Kimberly,Fisher,27.35,25.07,27.41,"[25.07, 28.13, 26.44, 29.41, 27.67]",5,0
356th,Brian,Daniel,26.12,22.08,27.47,"[34.07, 24.38, 'DNF', 23.96, 22.08]",4,1
357th,Daniel,Hoffman,27.2,24.83,27.48,"[27.52, 28.73, 27.3, 27.61, 24.83]",5,0
358th,Jack,Wilson,27.77,26.72,27.49,"[27.44, 26.72, 29.64, 27.24, 27.79]",5,0
359th,Kayla,Bean,28.33,26.69,27.58,"[27.82, 27.35, 32.2, 27.56, 26.69]",5,0
360th,Caitlin,Rivera,27.61,25.54,27.7,"[29.37, 25.54, 28.64, 26.48, 27.99]",5,0
361st,Samuel,Gallagher,27.3,24.15,27.72,"[28.36, 28.49, 24.15, 26.32, 29.16]",5,0
362nd,Steven,Meyer,27.12,22.56,27.79,"[29.12, 29.68, 26.62, 22.56, 27.62]",5,0
363rd,Evan,Elliott,27.62,25.22,27.81,"[27.22, 27.03, 29.47, 29.17, 25.22]",5,0
364th,Chelsea,Johnston,27.92,22.8,27.83,"[28.14, 29.31, 22.8, 26.04, 33.3]",5,0
365th,Debra,Martin,27.12,24.89,27.87,"[25.21, 24.89, 26.85, 31.54, 'DNF']",4,1
366th,Kathleen,Compton,27.72,25.51,27.9,"[29.37, 27.49, 25.51, 27.96, 28.24]",5,0
367th,Alan,Morrow,27.63,25.51,27.9,"[28.19, 25.51, 28.96, 27.18, 28.33]",5,0
368th,Bruce,Phillips,27.31,23.08,27.94,"[29.67, 29.19, 26.55, 28.07, 23.08]",5,0
369th,Jennifer,Sexton,27.59,25.77,27.95,"[28.05, 28.38, 27.92, 27.87, 25.77]",5,0
370th,Monica,Mack,28.52,23.93,28.05,"[28.83, 23.93, 28.2, 27.13, 34.53]",5,0
371st,Nicholas,Smith,27.68,24.77,28.07,"[27.68, 27.83, 28.69, 29.46, 24.77]",5,0
372nd,Robert,Roy,28.3,26.99,28.09,"[28.66, 27.19, 30.27, 28.41, 26.99]",5,0
373rd,Karen,Mayer,27.88,26.75,28.09,"[28.18, 28.2, 28.36, 27.89, 26.75]",5,0
374th,Paula,Mcgee,29.04,25.64,28.13,"[27.93, 35.14, 29.22, 25.64, 27.25]",5,0
375th,Diane,White,28.47,27.68,28.24,"[28.02, 28.79, 27.9, 29.96, 27.68]",5,0
376th,William,Mccoy,28.7,26.5,28.35,"[27.02, 31.92, 26.5, 29.64, 28.4]",5,0
377th,Daniel,Reyes,27.65,25.49,28.37,"[27.75, 29.29, 'DNF', 28.06, 25.49]",4,1
378th,Luke,Dawson,28.28,24.15,28.38,"[27.31, 32.11, 27.54, 24.15, 30.28]",5,0
379th,Karen,Dickerson,28.38,24.69,28.4,"[28.45, 24.69, 28.68, 31.98, 28.08]",5,0
380th,William,Peterson,27.75,25.82,28.4,"[30.09, 26.15, 28.96, 25.82, 'DNF']",4,1
381st,Ricardo,Henry,28.0,24.59,28.49,"[28.98, 29.92, 28.66, 27.84, 24.59]",5,0
382nd,James,Armstrong,28.87,26.3,28.51,"[32.51, 29.52, 28.31, 26.3, 27.69]",5,0
383rd,Robert,Phillips,28.63,26.94,28.55,"[28.38, 30.59, 26.94, 28.15, 29.11]",5,0
384th,John,Bennett,28.42,27.0,28.65,"[29.18, 28.36, 28.86, 28.72, 27.0]",5,0
385th,Eric,Young,28.41,27.68,28.66,"[28.2, 27.68, 28.67, 'DNF', 29.11]",4,1
386th,Aimee,Stewart,28.67,27.21,28.71,"[30.0, 28.9, 27.21, 28.34, 28.89]",5,0
387th,Colleen,Stewart,28.99,27.69,28.76,"[28.6, 28.3, 30.96, 27.69, 29.38]",5,0
388th,Colin,Rojas,28.71,24.29,28.77,"[26.15, 32.93, 27.5, 32.67, 24.29]",5,0
389th,Julie,Hall,27.9,22.85,28.83,"[22.85, 30.16, 29.99, 28.15, 28.36]",5,0
390th,David,Johnson,28.49,25.85,28.86,"[30.04, 29.4, 28.38, 25.85, 28.81]",5,0
391st,Christopher,Caldwell,29.19,26.8,28.98,"[26.8, 30.19, 27.5, 32.22, 29.25]",5,0
392nd,Sarah,Barron,29.13,26.87,29.06,"[26.87, 31.59, 27.74, 30.72, 28.71]",5,0
393rd,Gerald,Williams,29.11,26.28,29.2,"[30.5, 29.27, 31.68, 27.83, 26.28]",5,0
394th,David,Reeves,29.04,25.3,29.39,"[29.73, 25.3, 29.32, 31.73, 29.12]",5,0
395th,Cynthia,Moyer,28.81,24.87,29.44,"[30.61, 28.41, 30.87, 29.31, 24.87]",5,0
396th,Jose,Brooks,28.96,26.86,29.66,"[28.65, 29.83, 26.86, 'DNF', 30.5]",4,1
397th,Brian,Braun,29.88,27.49,30.04,"[31.15, 31.8, 31.06, 27.9, 27.49]",5,0
398th,Alex,Donaldson,30.2,28.87,30.22,"[30.11, 28.87, 31.5, 31.21, 29.33]",5,0
399th,David,Stevens,30.12,28.21,30.76,"[30.26, 28.21, 'DNF', 32.88, 29.13]",4,1
400th,Bonnie,Lee,30.78,29.14,30.85,"[29.8, 31.95, 32.16, 29.14, 30.81]",5,0
401st,Wendy,Oconnor,30.37,27.63,30.89,"[30.96, 31.56, 27.63, 30.9, 30.82]",5,0
402nd,Dustin,Vega,31.47,30.14,31.35,"[33.19, 30.14, 32.75, 30.46, 30.85]",5,0
403rd,Robert,Garza,33.45,30.38,33.48,"[30.38, 36.09, 36.43, 31.13, 33.22]",5,0
404th,Mary,Williams,29.56,26.66,DNF,"['DNF', 'DNF', 30.97, 26.66, 31.06]",3,2
