The Nagoya Big Double
Best Single,12.37,Conor Evans,Best AO5,17.28,Antonio Valencia,"[16.97, 'DNF', 16.6, 17.17, 17.69]"
Rank,First Name,Last Name,Event AVG,Best Event Single,Best Event AO5,Times,Solves,DNFs
249th,Justin,Santos,25.43,22.74,24.99,"[22.96, 25.29, 26.95, 25.31, 24.37]",14,1
250th,Gerald,Nelson,25.54,22.89,24.88,"[23.75, 26.54, 25.72, 22.89, 25.17]",14,1
251st,Lee,Nicholson,27.29,23.9,25.45,"[24.93, 29.38, 25.5, 25.92, 24.68]",15,0
252nd,Emily,Kim,26.06,21.43,25.45,"[27.3, 24.37, 24.69, 30.0, 22.86]",14,1
253rd,Wyatt,Gibson,24.84,22.38,23.93,"[27.18, 23.9, 22.38, 24.03, 23.87]",14,1
254th,Karen,Mayer,24.93,20.65,24.67,"[23.98, 23.13, 28.88, 26.91, 21.2]",15,0
255th,Kimberly,Cook,23.52,18.92,21.99,"[21.09, 21.11, 22.5, 22.37, 24.55]",24,1
256th,Mary,Holt,24.72,20.58,23.74,"[23.69, 22.5, 23.9, 24.9, 23.62]",15,0
257th,Lonnie,Green,23.27,17.95,22.21,"[25.88, 17.95, 22.45, 22.2, 21.97]",33,2
258th,Bryan,Bishop,24.67,21.65,23.76,"[25.21, 21.65, 24.63, 22.79, 23.87]",15,0
259th,Lindsay,Reeves,24.65,20.13,23.8,"[25.73, 31.21, 24.28, 21.38, 20.13]",15,0
260th,Melissa,Mason,24.78,22.25,24.39,"[22.25, 25.6, 22.69, 24.88, 25.96]",15,0
261st,Jose,Campbell,25.33,22.58,24.41,"[24.15, 25.05, 24.03, 29.46, 22.58]",15,0
262nd,Joshua,Dean,26.02,24.21,25.46,"[27.74, 25.61, 25.06, 24.74, 25.7]",15,0
263rd,Paul,Norris,25.3,20.09,25.06,"[24.93, 25.53, 20.09, 29.03, 24.72]",15,0
264th,Lauren,Morrow,24.82,19.76,24.09,"[25.64, 25.44, 22.03, 19.76, 24.81]",15,0
265th,Anthony,Holmes,25.66,20.53,25.63,"[24.25, 25.22, 26.93, 26.32, 25.34]",15,0
266th,John,Flores,26.05,18.1,25.66,"[24.12, 23.49, 28.07, 27.31, 25.56]",15,0
267th,Katelyn,Douglas,25.24,21.12,24.91,"[23.59, 27.35, 26.25, 21.41, 24.89]",15,0
268th,Lynn,Cohen,24.86,20.53,24.61,"[25.23, 26.38, 25.24, 23.36, 23.23]",14,1
269th,Cynthia,Hartman,25.36,21.6,24.41,"[26.93, 23.29, 21.6, 25.78, 24.15]",15,0
270th,Anna,Valenzuela,25.99,22.34,25.37,"[29.18, 24.83, 26.08, 22.34, 25.21]",15,0
271st,Michael,Woodward,25.47,22.92,25.47,"[28.44, 26.24, 25.9, 24.26, 23.99]",14,1
272nd,James,Dickson,25.26,23.27,24.83,"[23.49, 26.54, 23.67, 'DNF', 24.29]",14,1
273rd,Krystal,Smith,25.7,21.74,25.81,"[25.85, 25.32, 27.02, 23.37, 26.26]",14,1
274th,Amanda,Thomas,25.69,22.21,25.68,"[23.64, 27.21, 23.45, 26.51, 26.9]",14,1
275th,Donna,Adams,25.96,23.54,25.62,"[26.78, 'DNF', 24.1, 23.54, 25.97]",14,1
276th,Rhonda,Phillips,27.25,23.75,25.86,"[25.02, 24.54, 23.75, 28.04, 28.03]",15,0
277th,Jennifer,Wyatt,25.94,24.33,25.52,"[24.64, 26.4, 26.29, 25.45, 24.83]",15,0
278th,John,Bennett,26.53,24.04,25.89,"[25.22, 24.69, 27.77, 29.35, 24.21]",15,0
279th,Kimberly,Roberts,26.5,24.06,25.91,"[24.42, 26.05, 25.48, 26.2, 28.03]",15,0
280th,Stacy,Dodson,25.71,23.85,25.39,"[25.25, 27.12, 25.93, 24.98, 24.34]",14,1
281st,Michelle,Boyle,25.53,22.91,24.9,"[23.98, 22.91, 24.4, 26.31, 27.0]",14,1
282nd,Carol,Cook,26.74,22.28,25.98,"[22.28, 27.55, 23.87, 26.51, 29.31]",15,0
283rd,Lindsey,Bradshaw,26.82,24.52,25.99,"[25.81, 28.26, 24.82, 27.33, 24.52]",15,0
284th,John,Fisher,25.72,21.79,25.28,"[21.79, 25.22, 25.24, 26.5, 25.38]",15,0
285th,Eric,Young,26.35,24.05,25.64,"[27.78, 26.2, 25.41, 25.32, 24.57]",15,0
286th,Frank,Herrera,27.02,20.81,26.03,"[20.81, 26.39, 26.77, 29.3, 24.93]",15,0
287th,David,Mitchell,25.71,20.8,25.61,"[24.91, 28.26, 24.72, 20.8, 27.2]",15,0
288th,Joshua,Figueroa,26.09,23.67,25.61,"[26.08, 30.11, 23.67, 26.97, 23.77]",14,1
289th,Vanessa,Williams,24.67,21.82,24.3,"[21.88, 25.0, 24.34, 25.8, 23.57]",15,0
290th,Michael,Thompson,26.27,23.63,26.01,"[25.48, 27.58, 25.31, 26.31, 26.23]",14,1
291st,Kimberly,Graves,26.23,24.55,25.43,"[25.63, 26.16, 24.67, 25.0, 25.66]",15,0
292nd,Richard,Romero,27.02,24.12,26.16,"[27.0, 24.57, 28.23, 25.6, 25.88]",15,0
293rd,Amy,Allen,25.59,19.74,25.09,"[28.92, 19.74, 26.52, 24.02, 24.73]",14,1
294th,Wayne,Baker,26.89,21.5,26.2,"[30.92, 21.5, 27.31, 23.43, 27.86]",15,0
295th,Patrick,Taylor,26.22,24.85,26.21,"[25.71, 26.92, 'DNF', 26.0, 24.97]",13,2
296th,Kimberly,Wells,26.35,24.36,26.21,"[26.02, 27.68, 24.36, 24.94, 29.34]",15,0
297th,Richard,Brown,26.3,23.27,24.76,"[24.72, 26.31, 25.17, 24.39, 24.16]",15,0
298th,Tiffany,Perez,25.39,22.44,24.61,"[23.47, 22.53, 23.42, 26.95, 27.81]",15,0
299th,Ricardo,Flowers,26.69,24.35,26.07,"[26.55, 26.17, 24.35, 29.36, 25.49]",15,0
300th,Melissa,Turner,26.52,22.27,26.01,"[26.4, 26.51, 22.27, 25.12, 29.89]",15,0
301st,Alan,Morrow,26.21,23.73,25.91,"[25.72, 26.16, 25.86, 24.74, 27.01]",15,0
302nd,Jeanne,Zimmerman,26.17,21.8,25.6,"[28.17, 23.15, 25.49, 21.8, 32.48]",14,1
303rd,Diane,White,26.48,23.02,25.13,"[24.19, 23.58, 23.02, 27.63, 28.97]",15,0
304th,Yvonne,Ross,26.42,23.3,25.72,"[29.15, 25.8, 25.64, 23.3, 25.72]",15,0
305th,Jason,Webster,26.28,22.49,26.1,"[24.05, 25.3, 'DNF', 28.78, 24.22]",13,2
306th,Matthew,Gutierrez,26.46,23.46,25.89,"[24.89, 29.13, 23.46, 25.22, 27.57]",15,0
307th,David,Reeves,27.46,24.86,26.46,"[27.06, 26.31, 25.05, 29.69, 26.02]",14,1
308th,Brandon,Rodriguez,26.21,24.44,25.62,"[24.44, 25.85, 24.9, 27.15, 26.1]",15,0
309th,Richard,Austin,23.87,18.47,23.08,"[21.92, 21.86, 25.47, 20.95, 25.71]",14,1
310th,Chelsea,Johnston,26.24,20.76,26.52,"[27.19, 'DNF', 26.24, 26.13, 23.18]",14,1
311th,Barbara,Thomas,25.26,22.11,23.37,"[22.71, 22.78, 23.3, 24.04, 25.18]",15,0
312th,Elaine,Williams,26.42,23.62,26.03,"[23.62, 28.35, 24.24, 26.95, 26.9]",15,0
313th,Sarah,Barron,26.53,24.79,25.98,"[28.73, 26.62, 24.79, 24.82, 26.51]",15,0
314th,David,Khan,26.36,23.67,26.02,"[29.04, 24.34, 'DNF', 24.68, 24.08]",14,1
315th,Christian,Fleming,26.29,24.06,25.89,"[26.49, 25.8, 25.29, 25.39, 27.63]",15,0
316th,Paige,Johnson,26.01,23.88,25.44,"[27.15, 23.88, 26.76, 24.51, 25.06]",14,1
317th,Derrick,Collins,25.9,22.09,24.76,"[22.09, 24.34, 24.58, 25.37, 27.93]",15,0
318th,David,Lee,26.87,23.98,26.15,"[24.77, 27.88, 25.8, 30.23, 23.98]",13,2
319th,Kyle,Alvarez,27.28,23.76,26.74,"[23.76, 28.31, 27.67, 30.76, 24.23]",15,0
320th,Rebecca,Williams,27.09,24.9,26.75,"[26.57, 28.49, 26.43, 27.04, 26.65]",15,0
321st,Brandon,Martinez,26.63,23.59,25.6,"[27.09, 23.59, 27.51, 24.12, 25.58]",15,0
322nd,Michael,Davis,25.21,23.2,24.42,"[25.59, 23.74, 23.93, 26.82, 23.36]",13,2
323rd,David,Nichols,24.92,19.52,23.52,"[22.8, 24.22, 23.06, 23.28, 26.26]",15,0
324th,Barbara,Peterson,26.51,22.46,25.84,"[26.23, 22.46, 25.54, 29.77, 25.76]",15,0
325th,Jeremy,Ferguson,26.86,23.84,26.86,"[27.12, 26.17, 27.3, 24.91, 30.04]",14,1
326th,Nicholas,Smith,27.21,24.87,26.67,"[27.5, 27.17, 24.87, 28.23, 25.33]",14,1
327th,Lisa,Brady,26.55,24.62,25.99,"[27.19, 24.62, 25.76, 25.01, 27.97]",14,1
328th,Samuel,Gallagher,27.27,23.42,26.12,"[29.25, 23.82, 30.44, 24.38, 24.72]",15,0
329th,Susan,Page,25.94,23.7,25.59,"[25.77, 24.46, 26.53, 24.11, 27.51]",14,1
330th,Steven,Meyer,26.74,23.61,26.82,"[28.74, 28.39, 26.71, 24.64, 25.35]",15,0
331st,Kayla,Bean,28.82,26.06,27.02,"[26.96, 27.41, 26.7, 26.06, 29.79]",14,1
332nd,James,Dunn,27.08,24.28,26.71,"[27.7, 24.28, 26.14, 26.28, 27.95]",15,0
333rd,Julie,Hall,27.52,25.1,27.04,"[26.36, 27.61, 25.1, 29.63, 27.15]",14,1
334th,Bruce,Phillips,27.78,23.73,27.05,"[27.75, 25.12, 26.31, 29.19, 27.09]",14,1
335th,Sharon,Dickson,25.87,23.34,25.49,"[27.62, 27.69, 24.34, 23.78, 24.52]",14,1
336th,Christopher,Garcia,26.12,23.03,25.24,"[24.93, 23.03, 27.01, 24.09, 26.69]",14,1
337th,Daniel,Espinoza,25.54,18.8,24.27,"[24.6, 18.8, 23.67, 24.53, 28.3]",15,0
338th,Steve,Moore,26.92,23.22,26.74,"[27.49, 27.46, 26.46, 23.83, 26.3]",15,0
339th,Heather,Manning,24.62,21.28,23.49,"[21.63, 21.92, 'DNF', 25.32, 23.22]",13,2
340th,Cody,Howard,26.69,23.25,26.37,"[27.14, 26.59, 25.3, 27.67, 25.39]",15,0
341st,Jeremiah,Allen,28.32,26.01,27.25,"[26.83, 30.64, 27.13, 26.01, 27.78]",15,0
342nd,Daniel,Reyes,26.79,23.23,25.91,"[30.24, 26.64, 27.21, 23.23, 23.88]",15,0
343rd,Christy,Gallegos,27.42,24.49,27.39,"[25.19, 27.93, 28.71, 26.91, 27.34]",14,1
344th,Veronica,Martinez,26.25,22.02,26.75,"[27.23, 'DNF', 26.24, 26.79, 24.4]",12,3
345th,Patricia,Tyler,26.45,23.3,25.5,"[25.24, 26.52, 24.73, 24.37, 'DNF']",14,1
346th,Amber,Aguilar,26.2,23.37,25.86,"[27.16, 26.85, 23.91, 25.76, 24.96]",15,0
347th,Kimberly,Fisher,26.89,25.01,26.28,"[27.96, 25.14, 25.01, 27.38, 26.31]",15,0
348th,Alexander,Esparza,26.5,23.7,26.06,"[27.25, 28.05, 25.54, 25.38, 24.14]",15,0
349th,Derek,Butler,27.45,24.34,26.53,"[24.94, 26.32, 28.41, 28.34, 24.34]",15,0
350th,Pamela,Robinson,27.09,21.8,27.5,"[26.16, 24.86, 27.58, 28.77, 30.06]",14,1
351st,Ricardo,Henry,27.94,25.74,27.49,"[29.01, 27.31, 29.33, 26.16, 25.87]",15,0
352nd,Colin,Rojas,27.12,23.48,26.27,"[26.04, 26.43, 27.96, 26.33, 25.94]",15,0
353rd,Jaime,Sullivan,27.32,24.7,26.5,"[27.34, 24.98, 27.18, 29.48, 24.7]",15,0
354th,Michael,Miller,27.52,25.06,27.57,"[25.46, 27.79, 28.52, 26.52, 28.41]",13,2
355th,Joshua,Obrien,25.37,22.0,23.95,"[25.94, 23.77, 22.14, 27.34, 22.0]",15,0
356th,Tina,Mcfarland,27.66,24.2,26.7,"[28.27, 25.84, 27.34, 24.2, 26.92]",15,0
357th,Kayla,Malone,26.82,24.35,26.38,"[24.97, 29.72, 26.63, 24.91, 27.53]",15,0
358th,Natasha,Williams,26.77,22.4,26.37,"[27.11, 27.33, 28.87, 23.89, 24.68]",14,1
359th,Carolyn,Fuentes,27.43,25.45,27.12,"[29.16, 26.07, 29.01, 25.51, 26.28]",15,0
360th,Jeffery,Solis,28.22,24.36,27.71,"[27.17, 25.33, 29.63, 26.6, 29.37]",15,0
361st,Christina,Willis,26.22,22.31,25.2,"[25.28, 24.86, 27.45, 25.2, 25.13]",15,0
362nd,Brittany,Carrillo,27.68,23.39,26.45,"[25.46, 24.83, 28.1, 30.98, 25.79]",15,0
363rd,David,Johnson,27.82,25.17,27.71,"[28.47, 28.62, 26.88, 26.93, 27.73]",15,0
364th,Kathleen,Compton,28.56,25.53,27.8,"[26.17, 25.53, 29.29, 30.78, 27.93]",15,0
365th,Randall,Campbell,26.23,23.66,25.41,"[27.13, 25.7, 23.84, 24.78, 25.74]",15,0
366th,Aimee,Stewart,28.57,25.55,27.89,"[27.71, 30.16, 25.55, 28.36, 27.61]",15,0
367th,Lori,Dixon,28.22,25.47,27.6,"[29.75, 31.46, 26.16, 26.9, 26.16]",15,0
368th,Jennifer,Sexton,27.51,25.2,27.11,"[26.74, 27.52, 28.09, 27.07, 25.2]",15,0
369th,Christopher,Caldwell,26.83,23.21,25.63,"[27.3, 24.51, 23.21, 25.08, 28.07]",14,1
370th,Monica,Mack,27.31,22.72,26.34,"[25.16, 26.23, 27.66, 26.75, 26.03]",15,0
371st,Peter,Fox,27.01,23.42,26.9,"[27.63, 26.11, 27.99, 26.95, 23.42]",14,1
372nd,Luke,Dawson,27.68,23.86,26.98,"[24.47, 28.36, 28.11, 30.68, 23.86]",15,0
373rd,Jack,Wilson,28.45,26.3,28.24,"[28.89, 29.26, 26.91, 28.91, 26.38]",14,1
374th,Caitlyn,Gonzalez,28.95,25.29,28.25,"[30.8, 25.29, 29.44, 25.85, 29.46]",15,0
375th,Taylor,Martinez,26.31,22.55,24.71,"[24.63, 25.45, 24.05, 26.4, 22.55]",15,0
376th,Justin,Anderson,27.72,24.69,27.35,"[27.23, 27.22, 27.6, 24.69, 27.78]",15,0
377th,Evan,Elliott,27.84,23.05,26.34,"[24.94, 27.6, 25.78, 32.34, 25.65]",15,0
378th,Robert,Roy,28.58,27.14,28.02,"[28.33, 28.22, 27.51, 27.15, 30.39]",13,2
379th,Alex,Donaldson,29.3,27.17,28.37,"[28.32, 30.39, 28.98, 27.82, 27.29]",15,0
380th,William,Mccoy,28.91,25.82,27.49,"[27.13, 27.11, 31.26, 25.82, 28.24]",15,0
381st,Daniel,Hoffman,27.46,22.73,27.01,"[26.15, 24.59, 27.39, 27.5, 30.03]",15,0
382nd,Faith,Gonzalez,27.72,22.44,24.87,"[25.52, 22.44, 33.76, 24.85, 24.25]",15,0
383rd,Cynthia,Moyer,26.89,22.4,25.81,"[27.03, 22.53, 24.44, 25.96, 28.44]",13,2
384th,Daniel,Phillips,27.1,23.09,25.84,"[23.09, 26.4, 26.47, 28.73, 24.66]",14,1
385th,Matthew,Romero,27.16,22.56,25.84,"[27.04, 30.41, 22.56, 24.3, 26.17]",15,0
386th,James,Armstrong,28.83,26.25,28.48,"[27.97, 28.99, 28.0, 28.46, 29.02]",15,0
387th,Kevin,Dougherty,28.39,23.68,27.47,"[30.43, 28.44, 27.43, 26.55, 23.68]",14,1
388th,Colleen,Stewart,29.2,26.35,27.77,"[32.34, 27.9, 27.83, 27.59, 27.54]",15,0
389th,Caitlin,Rivera,28.11,23.33,27.12,"[32.31, 26.86, 27.83, 23.48, 26.67]",14,1
390th,David,Stevens,30.81,27.78,29.36,"[27.97, 32.11, 27.78, 27.99, 34.76]",15,0
391st,Bonnie,Lee,29.51,27.21,29.13,"[31.6, 27.98, 29.11, 29.69, 28.58]",15,0
392nd,Jose,Brooks,29.26,25.81,28.61,"[28.68, 27.91, 25.81, 29.24, 30.02]",15,0
393rd,Robert,Phillips,29.1,26.14,28.17,"[29.65, 26.14, 28.5, 27.07, 28.94]",15,0
394th,John,Oconnor,27.04,23.61,24.46,"[28.26, 24.12, 24.54, 23.61, 24.72]",15,0
395th,Karen,Dickerson,30.05,27.07,28.61,"[29.26, 27.68, 29.31, 27.07, 28.88]",14,1
396th,Mary,Williams,30.29,26.28,29.34,"[29.93, 27.93, 28.93, 29.16, 31.87]",15,0
397th,Gerald,Williams,29.58,26.53,29.45,"['DNF', 27.25, 29.84, 29.83, 28.68]",14,1
398th,Scott,Perry,29.67,25.08,28.44,"[28.0, 27.06, 31.74, 30.11, 27.22]",15,0
399th,Wendy,Oconnor,29.89,26.77,28.88,"[28.44, 29.33, 28.46, 28.84, 33.34]",15,0
400th,William,Peterson,28.51,25.56,27.25,"[29.1, 26.91, 26.87, 25.56, 27.96]",14,1
401st,Jennifer,Mitchell,29.12,26.26,28.34,"[26.48, 29.21, 26.44, 29.33, 31.41]",14,1
402nd,Dustin,Vega,31.57,29.23,31.13,"[34.3, 31.52, 31.04, 30.82, 30.66]",15,0
403rd,Brian,Braun,30.35,25.06,29.96,"[32.16, 31.2, 29.06, 29.61, 28.55]",15,0
404th,Robert,Garza,32.58,29.21,31.91,"[29.73, 32.39, 34.89, 31.13, 32.21]",15,0
